manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker ,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Main Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
lava,lava_z25,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,"8 MP, f/2.0",,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity",,"Champagne Gold, Gray",About 250 EUR,HSDPA 900 / 2100 ,"3, 5, 40",,"HSPA, LTE",Mali-T860MP2,Dual-LED flash,,,,,LED flash,2017,1,3020,0,151.5,76.4,-1,163,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.0,720,1280,267,android,6.0,mediatek,,,8,1.0,microsdxc,32.0,4.0,13
lava,lava_a44,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,2.1,GPS,No,Stereo FM radio with RDS; recording,microUSB 2.0,"Accelerometer, proximity",,Black,About 5400 INR,HSDPA 900 / 2100 ,"3, 5, 40",,HSPA,Mali-T720MP1,LED flash,,A44,,,LED,2017,1,1500,1,123.0,63.7,-1,141,2,0,0,1,0,1,0,tn,60,4.0,44.1,56.3,480,854,245,android,7.0,mediatek,,,4,1.1,microsdhc,8.0,1.0,5
lava,lava_z60s,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Gold, Black",About 4950 INR,HSDPA 900 / 2100 ,"1, 3, 5, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,Z60s,,,LED flash,2018,1,2500,0,144.3,71.4,-1,136,2,0,1,1,0,1,0,ips lcd,60,5.0,68.9,66.9,720,1280,294,android,8.1,mediatek,,,4,1.5,microsdxc,16.0,1.0,5
lava,lava_pixel_v2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,"FM radio, recording","microUSB 2.0, OTG","Accelerometer, proximity",Up to 24 h 40 min (2G) / Up to 10 h (3G),"Icy White, Royal Black",About 120 EUR,HSDPA 900 / 2100 , LTE 1800 TD-LTE 2300,,"HSPA, LTE Cat4 150/50 Mbps",Mali-T720MP2,"Dual-LED flash, HDR, panorama",,Pixel V2,,,LED flash,2015,1,2500,1,141.6,70.8,-1,128,2,0,0,0,0,1,0,ips lcd,60,5.0,68.9,68.7,720,1280,294,android,5.1,mediatek,,,4,1.0,microsdhc,16.0,2.0,13
leeco,leeco_le_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, silver, grey",About 190 EUR,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40, 41",,"Yes, 384 kbps",Mali-T880 MP4Adreno 510,"Dual-LED dual-tone flash, panorama, HDR",,"Le X526, Le X620, Le X520, Le X527, X526",,,,2016,1,3000,0,151.1,74.2,-1,153,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.4,1080,1920,401,android,6.0,mediatek,,,8,1.8,no,64.0,3.0,16
leeco,leeco_le_1s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",4K@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS",No,No,USB Type-C (MHL2 TV-out),"Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Gold, Silver, Gray",About 210 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE",PowerVR G6200,"LED flash, panorama, HDR",,"Le X507, Le X509, Letv X500",,,,2016,1,3000,0,151.1,74.2,-1,169,2,0,1,1,0,1,0,ips lcd,60,5.5,83.4,74.4,1080,1920,401,android,5.0,mediatek,,,8,2.2,no,32.0,3.0,13
leeco,leeco_le_max_2,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, BDS",Yes,No,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, silver, gray",About 350 EUR,HSDPA 850 / 900 / 1900 / 2100 - X821,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 25, 26, 38, 39, 40, 41 - X821",,"HSPA, LTE",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,"Le X821, Le X829, Le X820, LEX820, LEX821, LEX829",,,,2016,1,3100,0,156.8,77.6,-1,185,2,0,1,0,0,1,0,ips lcd,60,5.7,89.6,73.6,1440,2560,515,android,6.0,qualcomm,,,4,1.6,no,128.0,6.0,21
leeco,leeco_le_pro_3_ai_edition,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",Yes,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, black",About 280 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE",Mali-T880 MP4,"Dual-LED dual-tone flash, panorama, HDR",,"LEX653, LEX651, LEX650, LEX657",,,,2017,1,4000,0,152.4,75.1,-1,168,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,72.9,1080,1920,401,android,6.0,mediatek,,,,2.6,no,64.0,4.0,13
leeco,leeco_le_pro3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",Yes,FM radio,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, silver, gray",About 330 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,"LEX720, LEX727",,,,2016,1,4070,0,151.4,73.9,-1,175,2,0,1,0,0,1,0,ips lcd,60,5.5,82.6,73.8,1080,1920,403,android,6.0,qualcomm,,,4,2.0,no,128.0,6.0,16
leeco,leeco_le_s3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps",8 MP,,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.1, A2DP, LE",GPS,No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Gray, Gold, Rose Gold",About 200 EUR,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17",,"HSPA, LTE",Adreno 510,"Dual-LED dual-tone flash, HDR, panorama",,"LEX626, Le X522, Le X626","Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,,2016,1,3000,0,151.1,74.2,-1,153,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.4,1080,1920,401,android,6.0,qualcomm,,,8,1.8,no,32.0,3.0,16
leeco,leeco_le_2_pro,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, silver, gray",About 260 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T880 MP4,"Dual-LED dual-tone flash, panorama, HDR",,,,,,2016,1,3000,0,151.1,74.2,-1,153,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.4,1080,1920,401,android,6.0,mediatek,,,,1.4,no,32.0,4.0,21
leeco,leeco_le_max,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1440 x 2560 pixels, 16:9 ratio (~464 ppi density)","4K@30fps, 1080p@30fps","4 MP, f/2.0, 1/3"", 2µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE","GPS, GLONASS",Yes,No,USB Type-C (MHL2 TV-out),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Gold, Silver",About 350 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 40",,"HSPA, LTE",Adreno 430,"Dual-LED dual-tone flash, panorama, HDR",,,,,,2016,1,3400,0,167.1,83.5,-1,204,2,0,1,1,0,1,0,ips lcd,60,6.33,110.5,79.2,1440,2560,464,android,5.1,qualcomm,,,8,2.0,no,128.0,4.0,21
leeco,leeco_le_pro3_elite,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Rose gold, gold, silver, gray",About 280 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,LEX722,,,,2017,1,4070,0,151.4,73.9,-1,175,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.5,1080,1920,401,android,6.0,qualcomm,,,4,1.6,no,128.0,6.0,16
lenovo,lenovo_tab_m11,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 1920 pixels, 16:10 ratio (~206 ppi density)",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C 2.0,"Accelerometer, gyro, proximity (accessories only)",,"Luna grey, Seafoam green",About 170 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66, 71",,"HSPA, LTE",Mali-G52 MC2,LED flash,,,"Glass front, aluminum frame, aluminum back",,,2024,1,7040,0,166.3,225.3,-1,465,0,0,1,0,0,0,0,ips lcd,90,11.0,350.9,93.6,1200,1920,206,android,13,mediatek,,,8,1.8,microsdxc,128.0,8.0,8
lenovo,lenovo_tab_m10_hd_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE","GPS (LTE model), GLONASS",No,FM radio,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, proximity",,"Iron Gray, Platinum Gray",About 170 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40",,"HSPA, LTE",PowerVR GE8320,,,TB-X306X,,,,2020,1,5000,0,241.5,149.4,-1,420,0,0,1,0,0,0,0,ips lcd,60,10.1,95.8,82.0,800,1280,149,android,10,mediatek,,,8,1.8,microsdxc,64.0,4.0,8
lenovo,lenovo_tab_p12,No cellular connectivity, N/A,No,No,,"1840 x 2944 pixels, 16:10 ratio (~273 ppi density)","4K@30fps, 1080p@30fps","13 MP, (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,Unspecified,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, compass",,"Storm Grey, Oat",About 400 EUR, N/A, N/A,,,Mali-G68 MC4,LED flash,,,,,,2023,1,10200,0,293.3,190.7,-1,615,0,0,0,0,0,0,0,ips lcd,60,12.7,467.7,83.6,1840,2944,273,android,13,mediatek,,,8,2.0,microsdxc,256.0,8.0,8
lenovo,lenovo_legion_y700,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1600 x 2560 pixels, 16:10 ratio (~343 ppi density)",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,Unspecified,USB Type-C 3.1 Gen2,"Accelerometer, gyro, proximity, compass",,Gray,About 360 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE,,"HSPA, LTE",Adreno 650,LED flash,,TB-9707F,,,,2022,1,6550,0,207.1,128.1,-1,375,0,0,1,0,0,0,0,ips lcd,120,8.8,4.5,84.6,1600,2560,343,android,12,qualcomm,,,8,1.80,microsdxc,256.0,12.0,13
lenovo,lenovo_tab_m10_plus_(3rd_gen),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 2000 pixels, 5:3 ratio (~220 ppi density)",1080p,8 MP,,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM Radio,USB Type-C 2.0,"Accelerometer, proximity, gyro",,"Storm Grey, Frost Blue",About 260 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 26, 28, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat13 390/75 Mbps",Adreno 610 - LTE model Mali-G52 MC2 - Wi-Fi only model,,,,,,,2022,1,7700,0,251.2,158.8,-1,465,0,0,1,0,0,0,0,ips lcd,60,10.61,320.4,80.3,1200,2000,220,android,12,qualcomm,,,8,1.8,microsdxc,128.0,6.0,8
lenovo,lenovo_tab_m8_(hd),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",1080p,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity",,"Iron Grey, Platinum Grey",About 140 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40",,"HSPA, LTE",PowerVR GE8320,,,"TB-8505X, TB-8505F, TB-8505FS","Glass front, aluminum back, aluminum frame",,,2019,1,5000,0,199.1,121.8,-1,305,0,0,1,0,0,0,0,ips lcd,60,8.0,185.6,76.5,800,1280,189,android,9.0,mediatek,,,4,2.0,microsdxc,32.0,3.0,5
lenovo,lenovo_tab_p11_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 2000 pixels, 5:3 ratio (~203 ppi density)",1080p@30fps,"8 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, BDS",No,No,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, gyro, proximity",,"Storm Grey, Sage",About 350 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 18, 19, 20, 25, 26, 28, 38, 40, 41, 66",,"HSPA, LTE",Mali-G57 MC2,LED flash,,,,,,2023,1,7700,0,269.1,169.4,-1,520,0,0,1,0,0,0,0,ips lcd,60,11.5,376.4,82.6,1200,2000,203,android,12l,mediatek,,,8,2.0,microsdxc,128.0,6.0,13
lenovo,lenovo_tab_m9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1340 pixels, 5:3 ratio (~173 ppi density)",1080p,2 MP,720p,"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO",No,Unspecified,USB Type-C 2.0,"Accelerometer, proximity",,"Arctic Grey, Frost Blue",About 180 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 66",,"HSPA, LTE",Mali-G52 MC2,,,,,,,2023,1,5100,0,215.4,136.8,-1,344,0,0,1,0,0,0,0,ips lcd,60,9.0,30.0,78.1,800,1340,173,android,12,mediatek,,,8,1.8,microsdxc,128.0,4.0,8
lenovo,lenovo_m10_plus,LTE, N/A,No,No,,"1200 x 1920 pixels, 16:10 ratio (~220 ppi density)",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE",GPS,No,No,USB Type-C 2.0,Accelerometer,,Iron Grey,About 200 EUR, N/A, LTE (unspecified),,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8320,,,"TB-X606, TB-X606F, TB-X606X, TB-X606V",,,,2020,1,5000,0,244.2,153.3,-1,460,0,0,1,0,0,0,0,ips lcd,60,10.3,307.6,82.2,1200,1920,220,android,9.0,mediatek,,,8,1.8,microsdxc,128.0,4.0,8
lenovo,lenovo_tab_p11_pro_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1536 x 2560 pixels, 5:3 ratio (~267 ppi density)",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS",No,No,"USB Type-C 3.0, OTG, magnetic connector, video output","Accelerometer, gyro, proximity, compass",,"Storm Grey, Oat",About 500 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE,,"HSPA, LTE",Mali-G77 MC9,LED flash,,"ZAB50194GB, ZAB50043SE","Glass front, plastic back, plastic frame",,,2022,1,8200,0,263.7,166.7,-1,480,0,0,1,0,0,0,0,oled,120,11.2,357.0,81.2,1536,2560,267,android,12,mediatek,,,8,2.0,microsdxc,256.0,8.0,13
lenovo,lenovo_tab_m10,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 2000 pixels, 5:3 ratio (~220 ppi density)",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C 2.0,Unspecified,,Abyss Blue,About 400 EUR,HSDPA 850 / 900 / 2100 , LTE,,"HSPA, LTE, 5G",Adreno 619,LED flash,,,,,,2023,1,7700,0,160.3,252.7,-1,490,0,0,1,0,0,0,0,ips lcd,90,10.6,319.8,79.0,1200,2000,220,android,13,qualcomm,,,8,1.7,microsdxc,128.0,6.0,13
lenovo,lenovo_tab_m10_gen_3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",1080p@30fps,5 MP,Yes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE",GPS (LTE model),No,No,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, proximity",,Storm Grey,About 200 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41",,"HSPA, LTE",Mali-G52 MP2,,,,,,,2022,1,5100,0,239.8,158.6,-1,460,0,0,1,0,0,0,0,ips lcd,60,10.1,95.8,77.8,1200,1920,224,android,11,unisoc,,,8,1.8,microsdxc,64.0,4.0,8
lenovo,lenovo_tab_p11,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 2000 pixels, 5:3 ratio (~212 ppi density)",1080p@30fps,"8 MP, (wide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,USB Type-C 2.0,"Accelerometer, gyro, proximity",,"Slate Grey, Platinum Grey",About 200 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41",,"HSPA, LTE",Adreno 610,LED flash,,TB-J606F,,,,2021,1,7700,0,258.4,163.0,-1,490,0,0,1,0,0,0,0,ips lcd,60,11.0,344.4,81.8,1200,2000,212,android,10,qualcomm,,,8,1.8,microsdxc,128.0,6.0,13
lenovo,lenovo_tab_m8_(4th_gen),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",1080p,2 MP,720p,"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Accelerometer, proximity",,"Abyss blue, Arctic grey",About 150 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 26, 28, 38, 40, 41",,"HSPA, LTE",PowerVR GE8320,,,,"Glass front, plastic frame, plastic back",,,2023,1,5100,0,197.8,119.8,-1,320,0,0,1,0,0,0,0,ips lcd,60,8.0,185.6,78.3,800,1280,189,android,13,mediatek,,,8,1.6,microsdxc,64.0,4.0,or
lenovo,lenovo_tab_m7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",720p,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,Accelerometer,,"Iron Grey, Platinum Grey, Onyx Black",About 100 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 7, 8, 20",,"HSPA, LTE",Mali-400,,,"TB-7305F, TB-7305X, TB-7305I","Glass front, aluminum back, aluminum frame",,,2019,1,3590,0,176.3,102.9,-1,236,0,0,1,0,0,0,0,ips lcd,60,7.0,137.9,76.0,600,1024,170,android,9.0,mediatek,,,4,1.3,microsdxc,32.0,2.0,2
lenovo,lenovo_tab_p11_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1200 x 2000 pixels, 5:3 ratio (~212 ppi density)",1080p@30fps,"8 MP, (wide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,USB Type-C 2.0,"Accelerometer, gyro, proximity",,"Slate Grey, Platinum Grey, Modernist teal",About 300 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE",Mali-G76 MC4,LED flash,,ZA940124SE,,,,2021,1,7700,0,258.4,163.0,-1,490,0,0,1,0,0,0,0,ips lcd,60,11.0,344.4,81.8,1200,2000,212,android,11,mediatek,,,8,2.0,microsdxc,128.0,6.0,13
