manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker ,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Main Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
acer,acer_chromebook_tab_10,No cellular connectivity, N/A,No,No,,"1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",720p,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE",,No,No,USB Type-C 3.1,Accelerometer,Up to 9 h (multimedia),"Black, Blue",About 330 EUR,,,,,,,,,,,,2018,1,4500,0,238.3,172.2,-1,544.3,0,0,0,0,0,0,0,ips lcd,60,9.7,91.4,71.0,1536,2048,264,chrome,os,rockchip,,,6,,microsdxc,32.0,4.0,5
acer,acer_iconia_talk_s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~210 ppi density)",1080p@30fps,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 9 h (multimedia),Black,About 170 EUR,HSDPA 850 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"HDR, panorama",,,,,,2016,1,3400,0,191.7,101.0,-1,260,2,0,1,1,0,0,0,ips lcd,60,7.0,135.1,69.8,720,1280,210,android,6.0,mediatek,,,4,1.3,microsdxc,32.0,2.0,13
acer,acer_iconia_one_8_b1_820,No cellular connectivity, N/A,No,No,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",1080p@30fps,VGA,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",No,No,microUSB 2.0,Accelerometer,Up to 8 h 30 min (multimedia),"Black, White",About 180 EUR,,,,,,,,,,,,2015,1,4550,0,213.9,127.7,-1,355,0,0,0,0,0,0,0,ips lcd,60,8.0,185.6,67.9,800,1280,189,android,5.0,intel,,,4,1.33,microsdhc,32.0,1.0,5
acer,acer_predator_8,No cellular connectivity, N/A,No,No,,"1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",1080p@30fps,2 MP,,"Yes, with stereo speakers (4 speakers)",Yes,Wi-Fi 802.11 a/b/g/n,"4.0, A2DP, LE",,No,No,microUSB 2.0,Yes,Up to 8 h 30 min,Black/Silver,About 350 EUR,,,,,,,,GT-810-15NC,,,,2015,1,4420,0,217.9,127.0,-1,353.8,0,0,0,0,0,0,0,ips lcd,60,8.0,185.6,67.1,1920,1200,283,android,5.0,intel,,,4,1.6,microsdxc,64.0,2.0,5
acer,acer_liquid_z6_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity",,"Black, White",About 250 EUR, HSDPA, LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP3,"LED flash, HDR, panorama",,,,,,2016,1,4080,0,153.8,75.6,-1,169,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,71.7,1080,1920,401,android,6.0,mediatek,,,8,1.3,microsdxc,32.0,3.0,13
acer,acer_liquid_x2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,"13 MP, f/1.8, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 23 h (3G),"Black, Gold",About 230 EUR,"HSDPA 900 / 1900 / 2100 - Europe, Taiwan", LTE 800 / 1800 / 2100 / 2600 - Europe,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP4,LED flash,,,,,LED flash,2015,1,4020,1,153.3,78.8,-1,166,3,0,0,1,0,0,0,ips lcd,60,5.5,83.4,69.0,720,1280,267,android,5.1,mediatek,,,8,1.3,microsdhc,32.0,3.0,13
acer,acer_iconia_tab_a500,No cellular connectivity, N/A,No,No,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",GPS,,No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, proximity",Up to 6 h,Black,About 200 EUR,,,,,ULP GeForce,LED flash,,,,,,2011,1,3260,0,260.0,177.0,-1,730,0,0,0,0,0,0,0,lcd,60,10.1,95.8,64.3,800,1280,149,android,3.0,nvidia,,,2,1.0,microsdhc,32.0,1.0,5
acer,acer_iconia_tab_10_a3_a30,No cellular connectivity, N/A,No,No,,"1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP",A-GPS only,Yes,No,microUSB 2.0,Accelerometer,Up to 7 h 30 min (multimedia),Black,About 250 EUR,,,,,,,,,,,,2015,1,5910,0,260.0,176.0,-1,540,0,0,0,0,0,0,0,led-backlit ips lcd,60,10.1,95.8,64.6,1920,1200,224,android,5.0,intel,,,4,1.33,microsdxc,64.0,2.0,5
acer,acer_liquid_jade_primo,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps","8 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE, EDR",GPS,No,FM radio,USB Type-C 3.1,"Accelerometer, gyro, proximity, compass",Up to 20 h (3G),Black,About 220 EUR,HSDPA 850 / 900 / 1900 / 2100 - Europe/ Taiwan, LTE 800 / 1800 / 2100 / 2600 - Europe,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 418,"Dual-LED flash, HDR, panorama",,,,,,2015,1,2870,0,156.5,75.9,-1,150,2,0,1,0,0,1,1,amoled,60,5.5,83.4,70.2,1080,1920,401,microsoft,windows,qualcomm,,,6,1.8,microsdxc,32.0,3.0,21
acer,acer_liquid_zest,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Black, White",About 110 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,"HSPA, LTE Cat4 150/50 Mbps",Mali-400MP2 - Z525Mali-T720MP2 - Z528,"LED flash, HDR, panorama",,,,,,2016,1,2000,1,145.7,71.2,-1,125,1,0,0,1,0,0,0,ips lcd,60,5.0,68.9,66.4,720,1280,294,android,6.0,mediatek,,,4,1.0,microsdhc,8.0,1.0,8
acer,acer_liquid_jade_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","4K@30fps, 1080p@30fps",8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,Black,,HSDPA 900 / 2100 , LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 418,"Dual-LED flash, HDR, panorama",,,,,,2016,1,3000,0,156.6,75.9,-1,150,2,0,1,0,0,1,0,super amoled,60,5.5,83.4,70.2,1080,1920,401,android,6.0,qualcomm,,,6,1.8,microsdxc,32.0,3.0,21
acer,acer_liquid_z6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",About 120 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,"LED flash, HDR, panorama",,,,,,2016,1,2000,1,145.5,72.5,-1,126,1,0,0,1,0,0,0,ips lcd,60,5.0,68.9,65.3,720,1280,294,android,6.0,mediatek,,,4,1.25,microsdxc,8.0,1.0,8
acer,acer_iconia_tab_b1_a71,No cellular connectivity, N/A,No,No,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,No,microUSB 2.0,Accelerometer,,Black,About 100 EUR,,,,,SGX531u,,,,,,,2013,1,2710,0,197.4,128.5,-1,320,0,0,0,0,0,0,0,tft,60,7.0,137.9,54.4,600,1024,170,android,4.1,mediatek,,,2,1.2,microsdhc,16.0,0.512,
acer,acer_liquid_z520,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 854 pixels, 16:9 ratio (~187 ppi density)","1080p@30fps, 720p@60fps",2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",About 130 EUR,HSDPA 900 / 2100 ,,,HSPA,Mali-400MP2,"LED flash, HDR, panorama",,Z520,,,,2015,1,2000,1,154.0,86.0,-1,118,1,0,0,1,0,0,0,tft,60,5.0,75.7,57.1,480,854,187,android,4.4.2,mediatek,,,4,1.3,microsdhc,16.0,2.0,8
acer,acer_iconia_tab_a3_a20,No cellular connectivity, N/A,No,No,,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",720p,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",A-GPS only,No,No,microUSB 2.0,Accelerometer,Up to 9 h (multimedia),"Black, White",About 190 EUR,,,,,Mali-450MP4,,,,,,,2014,1,5700,0,256.5,170.2,-1,508,0,0,0,0,0,0,0,led-backlit ips lcd,60,10.1,95.8,67.8,1280,800,149,android,4.4,mediatek,,,4,1.3,microsdxc,16.0,1.0,5
acer,acer_iconia_a1_830,No cellular connectivity, N/A,No,No,,"768 x 1024 pixels, 4:3 ratio (~162 ppi density)",1080p@30fps,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,3,GPS,No,No,microUSB 2.0,Accelerometer,Up to 7 h 30 min (multimedia),White,About 130 EUR,,,,,PowerVR SGX544MP2,,,,,,,2014,1,4000,0,203.0,138.4,-1,380,0,0,0,0,0,0,0,led-backlit ips lcd,60,7.9,193.3,68.8,768,1024,162,android,4.2,intel,,,2,1.6,microsdhc,16.0,1.0,5
acer,acer_iconia_tab_a701,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",720p,Yes,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","2.1, A2DP, EDR","GPS, A-GPS",,No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, compass",Up to 12 h (multimedia),Titanium Gray,About 380 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,ULP GeForce,LED flash,,,,,,2012,1,9800,0,259.8,175.0,-1,667,0,1,0,0,0,0,0,lcd,60,10.1,95.8,65.1,1920,1200,224,android,4.0,nvidia,,,4,1.3,microsdhc,64.0,1.0,5
acer,acer_liquid_e700,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 24 h,"Titan Black, Burgundy Red",About 200 EUR,HSDPA 850 / 900 / 1900 / 2100 ,,,HSPA,Mali-400MP2,LED flash,,,,,LED flash,2014,1,3500,0,147.3,73.0,-1,155,3,0,0,1,0,0,0,ips lcd,60,5.0,68.9,64.1,720,1280,294,android,4.4.2,mediatek,,,4,1.2,microsdhc,16.0,2.0,8
acer,acer_liquid_z200,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow",About 90 EUR,HSDPA 900 / 2100 ,,,HSPA,Mali-400,Panorama,,,,,,2014,1,1300,1,126.0,65.0,-1,130,1,1,0,0,0,0,0,tft,60,4.0,45.5,55.6,480,800,233,android,4.4.2,mediatek,,,2,1.0,microsdhc,4.0,0.512,2
acer,acer_liquid_z530,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",About 150 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,"LED flash, HDR, panorama",,,,,,2015,1,2420,1,144.0,70.3,-1,145,1,0,0,1,0,0,0,ips lcd,60,5.0,68.9,68.1,720,1280,294,android,5.1,mediatek,,,4,1.3,microsdxc,16.0,2.0,8
acer,acer_iconia_tab_a1_810,No cellular connectivity, N/A,No,No,,"768 x 1024 pixels, 4:3 ratio (~162 ppi density)",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, gyro",Up to 10 h (multimedia),Black,About 120 EUR,,,,,PowerVR SGX544,,,,,,,2013,1,4960,0,208.7,145.7,-1,410,0,0,0,0,0,0,0,led-backlit ips lcd,60,7.9,193.3,63.6,768,1024,162,android,4.2.2,mediatek,,,4,1.2,microsdhc,16.0,1.0,5
acer,acer_iconia_tab_a3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",1080p@30fps,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,No,"microUSB 2.0, OTG","Accelerometer, gyro",Up to 11 h (multimedia),"Black/Silver, White",About 190 EUR,HSDPA 850 / 900 / 1900 / 2100 ,,,HSPA 21.1/5.76 Mbps,PowerVR SGX544,,,,,,,2013,1,7300,0,260.0,175.0,-1,560,0,0,0,1,0,0,0,led-backlit ips lcd,60,10.1,95.8,65.0,800,1280,149,android,4.2.2,mediatek,,,4,1.2,microsdhc,32.0,1.0,5
acer,acer_liquid_z3,GSM / HSPA,GSM 900 / 1800 / 1900 ,,,,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Yes,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",,"Rock Black, Classic White",About 100 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,,,,,,,2013,1,1500,1,109.0,60.0,-1,120,1,0,0,1,0,0,0,tft,60,3.5,36.5,55.8,320,480,165,android,4.2,mediatek,,,2,1.0,microsdhc,4.0,0.512,3.15
acer,acer_liquid_z220,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Black, White",About 90 EUR,HSDPA 900 / 2100 ,,,HSPA,Adreno 302,LED flash,,Z220,,,,2015,1,1300,1,125.3,64.0,-1,120,1,1,0,0,0,0,0,ips lcd,60,4.0,45.5,56.8,480,800,233,android,5.0,qualcomm,,,2,1.2,microsdhc,8.0,1.0,5
acer,acer_liquid_z4,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",720p@30fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,No,No,microUSB 2.0,"Accelerometer, proximity",,Black/White,About 100 EUR, HSDPA,,,HSPA,Mali-400,LED flash,,,,,,2014,1,1630,1,124.0,64.0,-1,122,1,0,0,1,0,0,0,tft,60,4.0,45.5,57.4,480,800,233,android,4.2.2,mediatek,,,2,1.3,microsdxc,4.0,0.512,5
acer,acer_liquid_s2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~368 ppi density)","4K@24fps, 1080p@60fps",2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","GPS, GLONASS",Yes,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 13 h (3G),"Black, Red",About 340 EUR,HSDPA 900 / 2100 ,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 330,Quad-LED ring flash,,,,,,2013,1,3300,0,166.0,86.2,-1,229,0,0,1,0,0,0,0,ips lcd,60,6.0,98.7,69.0,1080,1920,368,android,4.2.2,qualcomm,,,4,2.2,microsdxc,16.0,2.0,13
acer,acer_liquid_jade_z,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 7 h (2G) / Up to 4 h (3G),"Black, White",About 200 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T760MP2,"LED flash, HDR, panorama",,,,,,2015,1,2300,0,143.5,69.8,-1,110,2,0,1,0,0,1,1,ips lcd,60,5.0,68.9,68.8,720,1280,294,android,5.0,mediatek,,,4,1.5,microsdhc,16.0,2.0,13
acer,acer_liquid_z630,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Yes,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass",Up to 22 h,Black,About 200 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,"LED flash, HDR, panorama",,,,,,2015,1,4000,1,156.3,77.5,-1,165,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,68.8,720,1280,267,android,5.1,mediatek,,,4,1.3,microsdxc,16.0,2.0,8
acer,acer_liquid,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",480p@20fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","GPS, A-GPS",,No,miniUSB,"Accelerometer, proximity",Up to 5 h,"Black, White, Red",About 90 EUR,HSDPA 900 / 1900 / 2100 ,,,HSPA 7.2/2 Mbps,Adreno 200,,,,,,,2009,1,1350,1,115.0,62.5,-1,135,0,1,0,0,0,0,0,tft,60,3.5,34.9,48.5,480,800,267,android,1.6,qualcomm,,,,0.768,microsdhc,0.512,0.256,5
acer,acer_iconia_tab_a200,No cellular connectivity, N/A,No,No,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",GPS,,No,"microUSB 2.0, USB 2.0, OTG","Accelerometer, gyro",Up to 8 h (multimedia),Black,About 200 EUR,,,,,ULP GeForce,,,,,,,2012,1,3260,0,260.0,175.0,-1,700,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,65.0,800,1280,149,android,3.2,nvidia,,,2,1.0,microsdhc,16.0,1.0,2
acer,acer_iconia_tab_a1_811,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"768 x 1024 pixels, 4:3 ratio (~162 ppi density)",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, gyro",Up to 7 h (multimedia),White,About 150 EUR, HSDPA,,,HSPA,PowerVR SGX544,,,,,,,2013,1,4960,0,208.7,145.7,-1,430,0,0,0,0,0,0,0,tft,60,7.9,193.3,63.6,768,1024,162,android,4.2,mediatek,,,4,1.2,microsdhc,8.0,1.0,5
acer,acer_liquid_z330,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 11 h,"Mystic Black, Pure White",About 110 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Adreno 304,LED flash,,,,,,2015,1,2000,1,136.0,66.5,-1,142,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.7,480,854,218,android,5.1,qualcomm,,,4,1.1,microsdxc,8.0,1.0,5
acer,acer_liquid_z320,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,Pure White,About 90 EUR, HSDPA,,,HSPA 42.2/5.76 Mbps,Adreno 304,LED flash,,,,,,2015,1,2000,1,136.0,66.5,-1,142,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.7,480,854,218,android,5.1,qualcomm,,,4,1.0,microsdxc,8.0,1.0,5
acer,acer_neotouch,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",480p,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","GPS, A-GPS",,"Stereo FM radio, RDS",miniUSB,"Accelerometer, proximity",Up to 5 h,Black,About 210 EUR,HSDPA 900 / 1900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 200,LED flash,,,,,,2009,1,1350,1,118.6,63.0,-1,130,0,1,0,0,0,0,0,tft resistive touchscreen,60,3.8,41.1,55.0,480,800,246,microsoft,windows,qualcomm,,,,1.0,microsdhc,0,0.256,5
acer,acer_iconia_tab_a100,No cellular connectivity, N/A,No,No,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",GPS,,No,microUSB 2.0,"Accelerometer, gyro, compass",,"Black/Red, Black/Blue",About 100 EUR,,,,,ULP GeForce,LED flash,,,,,,2011,1,1530,0,195.0,117.0,-1,450,0,0,0,0,0,0,0,lcd,60,7.0,137.9,60.4,600,1024,170,android,3.0,nvidia,,,2,1.0,microsdhc,16.0,1.0,5
acer,acer_liquid_z410,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)","Yes, dual shot",2 MP,,"Yes, dual speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,Black,About 130 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE Cat4 150/50 Mbps",Mali-T760MP2,LED flash,,,,,,2015,1,2000,1,136.0,66.7,-1,145,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.5,540,960,245,android,4.4.4,mediatek,,,4,1.3,microsdhc,16.0,2.0,5
acer,acer_liquid_e2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 9 h,"Black, White",About 180 EUR,HSDPA 900 / 2100 ,,,HSPA,PowerVR SGX544,LED flash,,,,,,2013,1,2000,1,131.0,68.0,-1,140,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,62.7,540,960,245,android,4.2.1,mediatek,,,4,1.2,microsdhc,4.0,1.0,8
