manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
tecno,tecno_spark_10_pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,1080 x 2460 pixels (~396 ppi density),"1440p@30fps, 1080p@30fps","32 MP, (wide)","1440p@30fps, 1080p@30fps",Yes,Yes,Wi-Fi 802.11 b/g/n,"5.3, A2DP, LE",GPS,Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass",,"Starry Black, Pearl White","£ 174.00 / € 139.99 / ₹ 10,499",HSDPA 850 / 900 / 2100 , LTE,,"HSPA, LTE",Mali-G52 MC2,"Dual-LED flash, HDR, panorama",,KI7,"Glass front, plastic frame, glass back",,Dual-LED flash,2023,1,5000,0,168.4,76.2,8.4,208,2,0,1,0,0,1,0,ips lcd,90,6.8,109.3,85.1,1080,2460,396,android,13,mediatek,,,8,1.8,microsdxc,256.0,8.0,0.08
tecno,tecno_pova_5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,1080 x 2460 pixels (~396 ppi density),"1440p@30fps, 1080p@30fps",8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,"GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,"Mecha Black, Amber Gold, Hurricane Blue, Free Fire Edition","₹ 11,999",HSDPA 850 / 900 / 2100 , LTE,,"HSPA, LTE",Mali-G57 MC2,Dual LED flash,,LH7n,"Glass front, plastic frame, plastic back",,LED flash,2023,1,6000,0,168.6,76.6,9.0,219.4,2,0,1,0,0,1,0,ips lcd,120,6.78,109.,84.5,1080,2460,396,android,13,mediatek,,,8,2.0,microsdxc,256.0,8.0,0.08
toshiba,toshiba_windows_phone_is12t,GSM / CDMA / EVDO,CDMA 800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~252 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11b/g/n,"2.1, A2DP, EDR","GPS, A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Up to 6 h 40 min,"Citrus, Magenta, Black",About 590 EUR,CDMA2000 1xEV-DO ,,,EV-DO Rev.A 3.1 Mbps,Adreno 205,LED flash,,,,,,2011,1,1460,1,118.0,59.0,10.6,113,0,1,0,0,0,0,0,tft,60,3.7,39.0,56.0,480,800,252,microsoft,windows,qualcomm,,,,1.0,no,0,0,13.2
toshiba,toshiba_excite_7c_at7_b8,No cellular connectivity, N/A,No,No,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,No,microUSB 2.0,Accelerometer,Up to 11 h (multimedia),Black/Silver,About 70 EUR,,,,,,,,,,,,2014,1,3500,0,199.0,119.8,10.9,354.4,0,0,0,0,0,0,0,ips lcd,60,7.0,137.9,57.8,600,1024,170,android,4.2.2,rockchip,,,2,1.5,microsd,8.0,1.0,
toshiba,toshiba_tg01,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~228 ppi density)",480p@30fps,,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","GPS, A-GPS",,No,microUSB,Accelerometer,Up to 5 h (2G) / Up to 4 h (3G),"Black, White",About 500 EUR,HSDPA 2100 ,,,HSPA 7.2/2 Mbps,Adreno 200,,,,,,,2009,1,1000,1,130.0,70.0,9.9,129,0,1,0,0,0,0,0,tft resistive touchscreen,60,4.1,47.8,52.6,480,800,228,microsoft,windows,qualcomm,,,,1.0,microsdhc,0,0.256,3.15
toshiba,toshiba_g910___g920,GSM / HSPA,GSM 900 / 1800 / 1900 ,,,,"800 x 480 pixels (Wide-VGA), 5:3 ratio (~311 ppi density)",Yes,VGA videocall camera,,No,No,"Wi-Fi 802.11b/g, VoIP over WLAN","2.0, A2DP","GPS, A-GPS",,No,Proprietary,,Up to 4 h 25 min,Silver,About 190 EUR,HSDPA 2100 ,,,HSPA 3.6/0.384 Mbps,Adreno 130,,,,,,,2008,1,1320,1,117.0,64.0,19.8,183,0,1,0,0,0,0,0,tft resistive touchscreen,60,3.0,5.6,34.2,800,480,311,microsoft,windows,qualcomm,,,,0.011,microsd,0,0.128,2
ulefone,ulefone_armor_pad_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1200 x 2000 pixels, 5:3 ratio (~212 ppi density)","1440p@30fps, 1080p@30fps","16 MP, f/2.2, 1/3.09"", 1.12µm",Yes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,"Wireless FM radio, RDS, recording","USB Type-C 2.0, OTG, magnetic connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",,Black/Yellow,About 240 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,"HSPA, LTE",Mali-G57 MC2,"LED flash, HDR, panorama",,,,,,2023,1,18600,0,277.8,178.0,14.0,1018,2,0,1,0,0,1,0,ips lcd,60,11.0,344.4,69.6,1200,2000,212,android,13,mediatek,,,8,2.0,microsdxc,256.0,8.0,48
vertu,vertu_aster,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~473 ppi density)",Yes,2.1 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, aptX, LE","GPS, GLONASS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",Up to 15 h 30 min (3G),"Onyx Calf, Lagoon Calf, Blush Calf, Caviar Karung, Tangerine Karung, Raspberry Ostrich, Cognac Ostrich",About 5440 EUR,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,"1, 5, 7, 8, 17, 20, 25",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 330,Dual-LED flash,,,,,,2014,1,2275,0,143.4,69.0,11.2,193,0,0,1,0,0,0,0,sapphire crystal glass,60,4.7,59.9,60.5,1080,1920,473,android,4.4.2,qualcomm,,,4,2.3,no,64.0,2.0,13
vertu,vertu_signature_touch,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~469 ppi density)",1080p@30fps,2.1 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",Up to 15 h 30 min,"Jet/ Claret leather, pure Jet leather, pure Jet red gold, Seaspray/ Damson/ Pure navy lizard, Jet alligator, Clous De Paris",About 8290 EUR,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,"1, 5, 7, 8, 17, 20, 25",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 330,Dual-LED flash,,,,,,2014,1,2275,0,145.0,69.0,10.7,192,0,0,0,1,0,0,0,sapphire crystal glass,60,4.7,60.9,60.9,1080,1920,469,android,4.4.2,qualcomm,,,4,2.3,no,64.0,2.0,13
verykool,verykool_s5527_alpha_pro,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,"8 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 9 h (3G),Black,,HSDPA 850 / 1700(AWS) / 1900 / 900,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,,2017,1,2800,1,152.9,76.8,8.2,148,2,1,0,1,0,1,0,ips lcd,60,5.5,83.4,71.0,720,1280,267,android,6.0,mediatek,,,4,1.3,microsdxc,16.0,1.0,13
verykool,verykool_s4510_luna,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 8 h (3G),"Black, Blue, Yellow",About 90 EUR,HSDPA 850 / 1700 / 1900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,,,,,,,2014,1,1650,1,136.0,67.5,10.2,142,0,1,0,0,0,0,0,ips lcd,60,4.5,57.6,62.8,480,800,207,android,4.4.2,mediatek,,,2,1.2,microsdhc,4.0,0.512,5
verykool,verykool_s5029_bolt_pro,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Up to 5 h (3G),"Black, Gold, Blue",,HSDPA 850 / 1900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,LED flash,2017,1,2000,2,145.0,72.0,9.5,145,2,0,0,1,0,1,0,tft,60,5.0,68.9,66.0,480,854,196,android,7.0,mediatek,,,4,1.3,microsdxc,8.0,1.0,8
verykool,verykool_s5019_wave,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,"2 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","2.1, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 8 h (3G),"Black, White, Blue, Brown, Dark Blue",,HSDPA 850 / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400,"LED flash, panorama",,,,,,2017,1,2000,1,145.8,73.0,9.7,168,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,64.7,480,854,196,android,6.0,spreadtrum,,,4,1.2,microsdhc,4.0,0.512,5
verykool,verykool_s5528_cosmo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,"5 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 9 h (3G),"Black, Gold",,HSDPA 850 / 1700(AWS) / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,,2017,1,3000,2,154.8,78.2,8.8,169,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,68.9,720,1280,267,android,7.0,mediatek,,,4,1.3,microsdxc,16.0,1.0,8
verykool,verykool_s5518_maverick,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 10 h (3G),"Black, White/Gold, Gold",About 140 EUR,HSDPA 850 / 1700(AWS) / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,,2015,1,2600,2,157.0,77.7,8.1,172,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,68.4,720,1280,267,android,4.4.2,mediatek,,,4,1.3,microsdhc,8.0,1.0,8
verykool,verykool_s5017_dorado,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 7 h (3G),"Black, Gold",,HSDPA 850 / 1700(AWS) / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,,2015,1,1850,2,148.3,72.1,8.4,163,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,64.4,480,854,196,android,4.4.2,mediatek,,,4,1.3,microsdhc,8.0,1.0,8
verykool,verykool_s4513_luna_ii,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",720p@30fps,"2 MP, f/2.8",,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 7 h (3G),"Black, Blue",,HSDPA 850 / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2017,1,1700,2,133.0,72.0,10.2,135,0,1,0,0,0,0,0,ips lcd,60,4.5,55.8,58.3,480,854,218,android,6.0,spreadtrum,,,4,1.2,microsdhc,4.0,0.512,5
verykool,verykool_s5028_bolt,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,"2 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","2.1, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 8 h (3G),"Black, Gold",,HSDPA 850 / 1900 ,,,HSPA 21.1/5.76 Mbps,Mali-400,"LED flash, panorama",,,,,,2017,1,2000,2,144.8,72.8,10.0,154,2,1,0,1,0,1,0,tft,60,5.0,68.9,65.4,480,854,196,android,6.0,spreadtrum,,,4,1.2,microsdhc,8.0,1.0,8
verykool,verykool_s5205_orion_pro,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~188 ppi density)",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer",Up to 5 h (3G),"Black, Gold, Blue",,HSDPA 850 / 900 / 1900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,LED flash,2017,1,2000,2,148.6,74.3,9.6,164,2,0,1,0,0,1,0,ips lcd,60,5.2,74.5,67.5,480,854,188,android,7.0,mediatek,,,4,1.3,microsdxc,16.0,1.0,8
verykool,verykool_sl6010_cyprus_lte,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)",720p@30fps,"8 MP, f/2.2, 1/3.2"", 1.4µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 9 h (3G),"Black, White",About 190 EUR,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 7, 17",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"Dual-LED flash, panorama",,,,,LED flash,2016,1,2500,0,167.3,84.0,7.5,207,2,0,0,1,0,1,1,ips lcd,60,6.0,99.,70.6,720,1280,245,android,5.1,mediatek,,,4,1.0,microsdxc,16.0,1.0,13
verykool,verykool_kolorpad_lte_tl8010,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",720p@30fps,"5 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h (3G),Black/Gray,,HSDPA 850 / 1700(AWS) / 1900 ,,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, panorama",,,,,,2016,1,4060,2,211.0,125.3,8.5,334,2,0,0,1,0,1,0,ips lcd,60,8.0,185.6,70.2,800,1280,189,android,5.1,mediatek,,,4,1.0,microsdxc,8.0,1.0,8
verykool,verykool_s5525_maverick_iii,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,"8 MP, f/2.8",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 8 h (3G),Black,,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama",,,,,,2016,1,2800,1,153.0,77.0,8.2,148,2,1,0,1,0,1,0,ips lcd,60,5.5,83.4,70.8,720,1280,267,android,6.0,mediatek,,,4,1.3,microsdxc,8.0,1.0,13
vivo,vivo_y03,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1612 pixels, 20:9 ratio (~269 ppi density)",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Accelerometer, proximity",,"Space Black, Gem Green",About 80 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 40",,"HSPA, LTE",Mali-G52 MC2,"LED flash, panorama",,,"Glass front, plastic frame, plastic back",,,2024,1,5000,0,163.8,75.7,8.4,185,2,0,1,0,0,1,0,ips lcd,90,6.56,103.4,83.4,720,1612,269,android,14,mediatek,,,8,1.8,microsdxc,128.0,4.0,0.08
vodafone,vodafone_smart_n10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,720 x 1500 pixels (~293 ppi density),1080p@30fps,8 MP,1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity",,Blue Borealis,About 150 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",PowerVR GE8320,"LED flash, HDR, panorama",,"VFD 630, 5048Y",,,,2019,1,2920,0,148.8,69.9,8.4,160,0,0,1,0,0,0,0,ips lcd,60,5.67,80.9,77.8,720,1500,293,android,9.0,mediatek,,,4,2.0,microsdxc,16.0,2.0,13
vodafone,vodafone_smart_ultra_7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.1, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Silver, Dark Grey",About 160 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T860MP2,"LED flash, panorama, HDR",,"VFD 700, VFD700",,,LED flash,2016,1,2960,0,152.2,78.1,8.7,150,0,0,0,1,0,0,0,ips lcd,60,5.5,83.4,70.2,1080,1920,401,android,6.0.1,mediatek,,,8,1.0,microsdxc,16.0,2.0,13
vodafone,vodafone_smart_x9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,Black,About 110 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 506,"LED flash, HDR, panorama",,VFD 820,,,,2018,1,3100,0,148.2,71.3,8.0,153,0,0,1,0,0,0,0,ips lcd,60,5.7,82.7,78.2,1080,2160,427,android,8.1,qualcomm,,,8,1.8,microsdxc,32.0,3.0,5
vodafone,vodafone_smart_n9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass",,"Silver Aluminium, Black Titanium",About 120 EUR, HSDPA,"1, 3, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",,VFD 720,,,LED flash,2018,1,2900,0,147.1,68.8,8.7,145,0,0,1,0,0,0,0,ips lcd,60,5.5,78.1,77.1,720,1440,293,android,8.1,mediatek,,,4,1.3,microsdhc,16.0,2.0,13
vodafone,vodafone_smart_e9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,,,"480 x 960 pixels, 18:9 ratio (~215 ppi density)",720p@30fps,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,Anthracite,About 70 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,"VFD 527, VFD 528",,,,2018,1,2000,0,137.6,65.7,9.8,134,1,0,1,0,0,0,0,ips lcd,60,5.0,64.5,71.4,480,960,215,android,8.1,mediatek,,,4,1.5,microsdhc,8.0,1.0,5
vodafone,vodafone_smart_ultra_6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Gray, Silver",About 170 EUR, HSDPA,"3, 7, 20",,"HSPA, LTE",Adreno 405,LED flash,,Smart ultra 6,,,,2015,1,3000,0,154.0,77.0,8.4,159,0,0,1,0,0,0,0,ips lcd,60,5.5,83.4,70.3,1080,1920,401,android,5.0.1,qualcomm,,,8,1.1,microsdxc,16.0,2.0,13
vodafone,vodafone_smart_tab_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",GPS,Yes,No,microUSB 2.0,Accelerometer,,Volcano Black,About 180 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,,,VFD 1300,,,,2017,1,4600,0,260.0,155.0,9.0,465,0,0,0,1,0,0,0,ips lcd,60,10.1,95.8,73.4,800,1280,149,android,7.0,mediatek,,,4,1.1,microsdxc,16.0,2.0,5
vodafone,vodafone_smart_e8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,No,microUSB 2.0,"Accelerometer, proximity",,Slate Blue,About 80 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA, LTE",Adreno 304,LED flash,,"VFD 510, VFD 513",,,,2017,1,2200,1,145.6,72.1,9.2,169,0,0,1,0,0,0,0,ips lcd,60,5.0,68.9,65.6,480,854,196,android,7.1,qualcomm,,,4,1.1,microsdxc,8.0,1.0,5
vodafone,vodafone_smart_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",720p@30fps,5 MP,,"Yes, dual speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,"Graphite, Gold",About 100 EUR, HSDPA, LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR",,VFD 610,,,,2017,1,2400,0,144.5,71.9,8.6,151,0,0,1,0,0,0,0,ips lcd,60,5.0,68.9,66.3,720,1280,294,android,7.0,mediatek,,,4,1.3,microsdhc,16.0,1.5,13
vodafone,vodafone_smart_v8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,Black,About 230 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",,VFD 710,,,,2017,1,3000,0,155.0,76.0,7.9,166,0,0,1,0,0,0,0,ips lcd,60,5.5,83.4,70.8,1080,1920,401,android,7.1.1,qualcomm,,,8,1.4,microsdxc,32.0,3.0,16
