manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Launch_Announced,Launch_Status,Body_Weight,Body_SIM,Body,Display_Type,Display_Size,Display_Resolution,Platform_OS,Platform_Chipset,Platform_CPU,Memory_Card slot,Memory_Internal,Main Camera_Single,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Body_length_mm,Body_width_mm,Body_depth_mm
vodafone,vodafone_smart_ultra_7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,"2016, June. Released 2016, June",Discontinued,150 g (5.29 oz),Micro-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Mediatek MT6755M (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.1, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2960 mAh, non-removable",,"Silver, Dark Grey",About 160 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T860MP2,"LED flash, panorama, HDR",,"VFD 700, VFD700",,,LED flash,152.2,78.1,8.7
vodafone,vodafone_smart_x9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,"2018, December","Available. Released 2018, December",153 g (5.40 oz),Nano-SIM,,IPS LCD,"5.7 inches, 82.7 cm2 (~78.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Android 8.1 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, AF
5 MP, f/2.4, (depth)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,Black,About 110 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 506,"LED flash, HDR, panorama",,VFD 820,,,,148.2,71.3,8.0
vodafone,vodafone_smart_n9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,"2018, June","Available. Released 2018, June",145 g (5.11 oz),Nano-SIM,,IPS LCD,"5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.1 (Oreo),Mediatek MT6739WA (28 nm),Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 2GB RAM,"13 MP, AF",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass","Li-Ion 2900 mAh, non-removable",,"Silver Aluminium, Black Titanium",About 120 EUR, HSDPA,"1, 3, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",,VFD 720,,,LED flash,147.1,68.8,8.7
vodafone,vodafone_smart_e9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),,,"2018, December","Available. Released 2018, December",134 g (4.73 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 8.1 Oreo (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDHC,8GB 1GB RAM,5 MP,720p@30fps,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, non-removable",,Anthracite,About 70 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,"VFD 527, VFD 528",,,,137.6,65.7,9.8
vodafone,vodafone_smart_ultra_6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,"2015, June. Released 2015, June",Discontinued,159 g (5.61 oz),Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Gray, Silver",About 170 EUR, HSDPA,"3, 7, 20",,"HSPA, LTE",Adreno 405,LED flash,,Smart ultra 6,,,,154.0,77.0,8.4
vodafone,vodafone_smart_tab_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,"2017, June. Released 2017, June",Discontinued,465 g (1.03 lb),Micro-SIM,,IPS LCD,"10.1 inches, 295.8 cm2 (~73.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 7.0 (Nougat),Mediatek MT8735B,Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),16GB 2GB RAM,"5 MP, AF",Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",GPS,Yes,No,microUSB 2.0,Accelerometer,"Li-Ion 4600 mAh, non-removable",,Volcano Black,About 180 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP2,,,VFD 1300,,,,260.0,155.0,9.0
vodafone,vodafone_smart_e8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,"2017, June. Released 2017, July",Discontinued,169 g (5.96 oz),Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),8GB 1GB RAM,5 MP,Yes,2 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2200 mAh, removable",,Slate Blue,About 80 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA, LTE",Adreno 304,LED flash,,"VFD 510, VFD 513",,,,145.6,72.1,9.2
vodafone,vodafone_smart_n8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,"2017, June. Released 2017, June",Discontinued,151 g (5.33 oz),Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,microSDHC,16GB 1.5GB RAM,"13 MP, AF",720p@30fps,5 MP,,"Yes, dual speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 2400 mAh, non-removable",,"Graphite, Gold",About 100 EUR, HSDPA, LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR",,VFD 610,,,,144.5,71.9,8.6
vodafone,vodafone_smart_v8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,"2017, June. Released 2017, June",Discontinued,166 g (5.86 oz),Nano-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.1.1 (Nougat),Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, AF",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,Black,About 230 EUR, HSDPA, LTE (unspecified),,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",,VFD 710,,,,155.0,76.0,7.9
vodafone,vodafone_smart_first_7,GSM / HSPA,GSM 900 / 1800 ,,,"2016, May. Released 2016, May",Discontinued,110 g (3.88 oz),Mini-SIM,,TFT TN,"3.5 inches, 36.5 cm2 (~50.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 5.1 (Lollipop),Spreadtrum SC7731G,Quad-core 1.3 GHz Cortex-A7,microSDXC (dedicated slot),4GB 512MB RAM,2 MP,720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP",A-GPS only,No,FM radio,microUSB 2.0,No,"Li-Ion 1400 mAh, removable",Up to 5 h (3G),"Volcano Black, Tech White",About 30 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,,,VFD 200,,,,114.4,62.8,12.0
vodafone,vodafone_smart_prime_7,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,,,"2016, May. Released 2016, May",Discontinued,128 g (4.52 oz),Micro-SIM,,IPS LCD,"5.0 inches, 69.4 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2540 mAh, non-removable",Up to 9 h (3G),"Graphite Black, Boron White",About 100 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 304,LED flash,,,,,,144.0,72.1,8.0
vodafone,vodafone_smart_4_mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,"2014, April. Released 2014, April",Discontinued,117 g (4.13 oz),Mini-SIM,,TFT,"4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,480p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",Up to 8 h (2G) / Up to 8 h (3G),"Black, White",About 50 EUR,HSDPA 900 / 2100 ,,,HSPA,Mali-400,,,,,,,121.6,64.4,12.3
wiko,wiko_view,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2017, September","Available. Released 2017, September",160 g (5.64 oz),"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC,"16GB 3GB RAM, 32GB 3GB RAM","13 MP, AF",1080p@30fps,"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,Stereo FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 2900 mAh, removable",,"Black, Gold, Deep Bleen, Cherry Red",About 150 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 308,"LED flash, panorama, HDR",,View,,,,151.5,73.1,8.7
wiko,wiko_t10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2022, May 26","Available. Released 2022, May 26",192 g (6.77 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 11 (Go edition),Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,microSDXC,64GB 2GB RAM,"13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,Yes,"Accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,"Black, Green",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - W-V673-01,"1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 66 - W-V673-01",,"HSPA, LTE",PowerVR GE8300,"LED flash, panorama",,"W-V673-01, W-V673-02",,,,163.9,75.8,9.0
wiko,wiko_t3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2021, December","Available. Released 2021, December",188 g (6.63 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.6 inches, 105.2 cm2 (~83.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",Android 11,Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC,128GB 4GB RAM,,1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,Yes,"Fingerprint (side-mounted), accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,"Black, Gold",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66",,"HSPA, LTE",PowerVR GE8320,"LED flash, HDR, panorama",,,,"48 MP, AF
5 MP
2 MP",,165.3,76.0,9.2
wiko,wiko_t60,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2023, June 23","Available. Released 2023, June 23",217 g (7.65 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~83.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",Android 13,Mediatek MT8788V/WA (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),microSDXC,256GB 8GB RAM,,1080p@30fps,24 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.2, A2DP","GPS, GLONASS, GALILEO",Yes,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5200 mAh, non-removable",,"Black, Purple, Blue",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66",,"HSPA, LTE",,"LED flash, HDR, panorama",,,,"48 MP, (wide), AF
2 MP, (macro)
0.3 MP",,165.8,75.8,9.8
wiko,wiko_hi_enjoy_60s,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2023, November 07","Available. Released 2023, November 07",199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)",,TFT LCD,"6.75 inches, 110.0 cm2 (~84.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",HarmonyOS,Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),microSDXC,"128GB, 256GB",,1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable",,"Black, Blue, White",About 200 EUR,HSDPA 850 / 900 / 2100 , LTE,,"HSPA, LTE",Mali-G57 MC2,"LED flash, panorama",,,,,,168.3,77.7,9.0
wiko,wiko_10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2022, September 22","Available. Released 2022, October 10",199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.75 inches, 110.0 cm2 (~84.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",Android 12,Mediatek MT6765 Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC,"128GB 4GB RAM, 128GB 6GB RAM",,1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",,"Klein Blue, Black, Silver",About 140 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE",PowerVR GE8320,"LED flash, HDR, panorama",,,,"50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (depth), AF
2 MP, f/2.4, (macro), AF",HDR,168.3,77.6,9.0
wiko,wiko_view2_pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2018, February","Available. Released 2018, May",164 g (5.78 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.0 inches, 89.6 cm2 (~80.6% screen-to-body ratio)",720 x 1528 pixels (~282 ppi density),Android 8.0 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (uses shared SIM slot),64GB 4GB RAM,,1080p@60fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes,Stereo FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,"Black, Gold",About 300 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 21.1/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 506,"Dual-LED dual-tone flash, panorama",,W_C860,"Glass front (Gorilla Glass), aluminum back, aluminum frame",,,153.0,72.6,8.3
wiko,wiko_5g,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2022, December 27","Available. Released 2022, December 27",191 g (6.74 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz","6.78 inches, 111.4 cm2 (~89.5% screen-to-body ratio)",1080 x 2388 pixels (~387 ppi density),HarmonyOS,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),No,"128GB 8GB RAM, 256GB 8GB RAM",,"1080p@30fps, gyro-EIS","16 MP, f/2.2, 22mm (wide)",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, compass","Li-Po 4000 mAh, non-removable",,"Black, Silver",About 270 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE (unspecified),,"HSPA, LTE, 5G",Adreno 619,"LED flash, HDR, panorama",,,,,,164.6,75.6,7.9
wiko,wiko_view2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2018, February","Available. Released 2018, May",153 g (5.40 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.0 inches, 89.6 cm2 (~80.5% screen-to-body ratio)",720 x 1528 pixels (~282 ppi density),Android 8.0 (Oreo),Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, PDAF",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes,Stereo FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,"Anthracite, Gold, Grey",About 200 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 21.1/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 505,"LED flash, panorama",,W_C800,"Glass front (Gorilla Glass), aluminum back, aluminum frame",,,154.5,72.0,8.3
wiko,wiko_view3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2019, February","Available. Released 2019, May",178 g (6.28 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.26 inches, 97.8 cm2 (~80.4% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)",Android 9.0 (Pie),Mediatek MT6762WB Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 3GB RAM",,1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",,"Night Blue (Anthracite Blue), Blush Gold, Electro Bleen",About 180 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8320,"LED flash, HDR, panorama",,W-P311-EEA,,"12 MP, 27mm (wide), 1/2.9"", 1.25µm, PDAF
13 MP, 120˚, 16mm (ulrawide)
2 MP, (depth)",HDR,159.0,76.5,8.2
wiko,wiko_view2_go,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2018, September","Available. Released 2018, September",160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.93 inches, 88.1 cm2 (~78.4% screen-to-body ratio)","720 x 1512 pixels, 19:9 ratio (~282 ppi density)",Android 8.1 (Oreo),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),32GB 3GB RAM,"12 MP, 1/2.9"", 1.25μm, PDAF",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes (optional),FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",,"Anthracite, Gold, Cherry Red, Deep Bleen, Supernova",,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 505,"LED flash, panorama, HDR",,View2 Go,,,HDR,153.6,73.1,8.5
wiko,wiko_view3_lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,Available. Released 2020,160.1 g (5.64 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.09 inches, 91.0 cm2 (~80.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",Android 9.0 Pie,Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),microSDXC,32GB 2GB RAM,,1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",,"Night Blue (Anthracite Blue), Blush Gold, Arctic B",About 90 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",IMG8322,"LED flash, HDR",,,,,,155.5,73.0,8.7
wiko,wiko_y82,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2021, Q3","Available. Released 2021, Q3",-,"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.1 inches, 91.3 cm2 (~80.1% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",Android 11,Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),microSDXC,32GB 3GB RAM,"13 MP, AF",720p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS, BDS",No,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3600 mAh, removable",,"Black, Dark Blue, Light Blue",About 90 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",IMG8322,"LED flash, HDR",,W-K630-EEA,,,,155.5,73.3,9.3
