manufacturer,device,has_jack,has_loudspeaker,has_stereo,has_dual,average_dollar_price,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_cpu_count,platform_cpu_speed_ghz,memory_internal_storage,memory_ram,main_camera_single_mp
meizu,meizu_m6s,1,1,0,0,160.5,2018,1,3000,0,152,72.5,160,2,0,1,0,0,1,1,ips lcd,60,5.7,83.8,76.1,720,1440,282,android,6,2,64,3,16
meizu,meizu_m5c,1,1,0,0,149.8,2017,1,3000,0,144,70.5,135,2,0,1,0,0,1,1,ips lcd,60,5,68.9,67.9,720,1280,294,android,4,1.3,16,2,8
meizu,meizu_m2_note,1,1,0,0,214,2015,1,3100,0,150.9,75.2,149,2,0,1,0,0,1,1,igzo ips lcd,60,5.5,82.6,72.8,1080,1920,403,android,8,1.3,32,2,13
meizu,meizu_m5s,1,1,0,0,139.1,2017,1,3000,0,148.2,72.5,143,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,69.4,720,1280,282,android,8,1.3,32,3,13
meizu,meizu_m1_note,1,1,0,0,139.1,2014,1,3140,0,150.7,75.2,145,2,0,0,1,0,1,0,igzo ips lcd,60,5.5,82.6,72.9,1080,1920,403,android,8,1.7,32,2,13
meizu,meizu_15_lite,1,1,0,0,256.8,2018,1,3000,0,143.6,72.4,145,2,0,1,0,0,1,1,ips lcd,60,5.46,82,79,1080,1920,403,android,8,2.2,64,4,12
meizu,meizu_m2,1,1,0,0,139.1,2015,1,2500,0,140.1,68.9,131,2,0,1,0,0,1,1,ips lcd,60,5,68.9,71.4,720,1280,294,android,4,1.3,16,2,13
meizu,meizu_mx4_pro,1,1,0,0,428,2014,1,3350,0,150.1,77,158,0,0,0,1,0,0,0,ips lcd,60,5.5,85,73.7,1536,2560,546,android,8,1.5,64,3,20.7
meizu,meizu_v8,1,1,0,0,107,2018,1,3200,0,148,73,145,2,0,1,0,0,1,0,ips lcd,60,5.7,83.8,77.6,720,1440,282,android,4,1.5,32,3,13
meizu,meizu_mx4,1,1,0,0,363.8,2014,1,3100,0,144,75.2,147,0,0,0,1,0,0,0,ips lcd,60,5.36,81.8,75.5,1152,1920,418,android,8,1.7,64,2,20.7
micromax,micromax_canvas_infinity,1,1,0,0,120,2017,1,2980,1,152,73,160,2,0,0,1,0,1,0,ips lcd,60,5.7,85.7,77.2,720,1440,279,android,4,1.4,32,3,13
micromax,micromax_canvas_2_q4310,1,1,0,0,144,2017,1,3050,0,144.2,70.8,160,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.5,720,1280,294,android,4,1.3,16,3,13
micromax,micromax_a102_canvas_doodle_3,1,1,0,0,107,2014,1,2500,1,166.4,84.5,202,2,0,0,0,0,0,0,tft,60,6,99,70.6,480,854,163,android,2,1.3,8,1,5
micromax,micromax_bharat_5_pro,1,1,0,0,96,2018,1,5000,0,149.5,73.5,170,2,0,1,1,0,1,1,ips lcd,60,5.2,74.5,67.8,720,1280,282,android,4,1.3,32,3,13
micromax,micromax_a106_unite_2,1,1,0,0,96.3,2014,1,2000,1,138.9,71.9,158,2,0,0,0,0,0,0,ips lcd,60,4.7,62.9,63,480,800,199,android,4,1.3,8,1,5
micromax,micromax_a110_canvas_2,1,1,0,0,171.2,2012,1,2000,1,147,76.5,168,2,1,0,0,0,0,0,ips lcd,60,5,68.9,61.3,480,854,196,android,2,1,0,0.512,8
micromax,micromax_bharat_4_q440,1,1,0,0,60,2017,1,2500,0,144.5,73,150,2,0,0,1,0,1,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,4,1.3,16,3,5
micromax,micromax_bharat_5_plus,1,1,0,0,86.4,2018,1,5000,0,149.5,73.5,170,2,0,1,1,0,1,1,ips lcd,60,5.2,74.5,67.8,720,1280,282,android,4,1.3,16,2,8
micromax,micromax_dual_4_e4816,1,1,0,0,228,2017,1,2730,0,143.5,70,141,2,0,0,1,0,1,1,ips lcd,60,5.2,74.5,74.2,1080,1920,424,android,8,1.4,64,4,2
micromax,micromax_canvas_6,1,1,0,0,96.3,2016,1,3000,0,150,77,162,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.2,1080,1920,401,android,8,2,32,3,13
micromax,micromax_canvas_1,1,1,0,0,84,2017,1,2500,1,143,71,150,2,0,0,0,0,0,0,ips lcd,60,5,68.9,67.9,720,1280,294,android,4,1.3,16,2,8
micromax,micromax_bharat_5,1,1,0,0,68.4,2017,1,5000,0,149.5,73.5,170,2,0,1,1,0,1,1,ips lcd,60,5.2,74.5,67.8,720,1280,282,android,4,1.3,16,1,5
micromax,micromax_a111_canvas_doodle,1,1,0,0,203.3,2013,1,2100,1,147,76.5,168,2,1,0,0,0,0,0,tft,60,5.3,77.4,68.8,480,854,185,android,4,1.2,0,0.512,8
micromax,micromax_canvas_xpress_2_e313,1,1,0,0,96.3,2015,1,2500,1,140.5,69.8,135,2,0,0,0,0,0,0,ips lcd,60,5,68.9,70.3,720,1280,294,android,8,1.4,8,1,13
micromax,micromax_a116_canvas_hd,1,1,0,0,246.1,2013,1,2000,1,144,74,156,2,0,0,0,0,0,0,ips lcd,60,5,68.9,64.7,720,1280,294,android,4,1.2,0,1,8
micromax,micromax_canvas_5_e481,1,1,0,0,181.9,2015,1,2900,0,148,73.6,143,2,0,0,1,0,1,0,ips lcd,60,5.2,74.9,68.8,1080,1920,423,android,8,1.3,16,3,13
micromax,micromax_bharat_go,1,1,0,0,52.8,2018,1,2000,1,136.5,67,130,2,0,0,1,0,1,0,tft lcd,60,4.5,61.9,67.7,480,854,207,android,4,1.1,8,1,5
micromax,micromax_bharat_3_q437,1,1,0,0,54,2017,1,2000,1,136.5,67,130,2,0,0,1,0,1,0,tft,60,4.5,55.8,61,480,854,218,android,4,1.3,8,1,5
micromax,micromax_a25,1,1,0,0,53.5,2012,1,1280,1,104.5,56,102,2,1,0,0,0,0,0,tft,60,2.8,4.3,41.5,240,320,143,android,,1,0.512,0.256,1.3
micromax,micromax_canvas_juice_2_aq5001,1,1,0,0,139.1,2015,1,3000,0,144,72.7,170,2,0,0,1,0,1,0,ips lcd,60,5,68.9,65.8,720,1280,294,android,4,1.3,8,2,8
micromax,micromax_selfie_2_q4311,1,1,0,0,120,2017,1,3000,0,144,72,157,2,0,0,0,0,0,0,ips lcd,60,5.2,74.5,71.9,720,1280,282,android,4,1.3,32,3,13
microsoft,microsoft_lumia_650,1,1,0,0,160.5,2016,1,2000,1,142,70.9,122,1,0,1,0,0,0,0,oled,60,5,67.5,67.1,720,1280,297,microsoft,4,1.3,16,1,8
microsoft,microsoft_lumia_950_xl,1,1,0,0,374.5,2015,1,3340,1,151.9,78.4,165,0,0,1,0,0,0,0,amoled,60,5.7,88.5,74.3,1440,2560,518,microsoft,8,2,32,3,20
microsoft,microsoft_lumia_950,1,1,0,0,299.6,2015,1,3000,1,145,73.2,150,0,0,1,0,0,0,0,amoled,60,5.2,74.8,70.5,1440,2560,564,microsoft,6,1.8,32,3,20
microsoft,microsoft_lumia_640_lte,1,1,0,0,128.4,2015,1,2500,1,141.3,72.2,145,0,0,0,1,0,0,0,ips lcd,60,5,68.9,67.6,720,1280,294,microsoft,4,1.2,8,1,8
microsoft,microsoft_lumia_535,1,1,0,0,85.6,2014,1,1905,1,140.2,72.4,146,0,0,0,1,0,0,0,ips lcd,60,5,68.9,67.9,540,960,220,microsoft,4,1.2,8,1,5
microsoft,microsoft_lumia_950_xl_dual_sim,1,1,0,0,374.5,2015,1,3340,1,151.9,78.4,165,2,0,1,0,0,1,0,amoled,60,5.7,89.6,75.2,1440,2560,515,microsoft,8,2,32,3,20
microsoft,microsoft_lumia_640_xl,1,1,0,0,181.9,2015,1,3000,1,157.9,81.5,171,0,0,0,1,0,0,0,ips lcd,60,5.7,88.9,69.1,720,1280,259,microsoft,4,1.2,8,1,13
microsoft,microsoft_lumia_540_dual_sim,1,1,0,0,107,2015,1,2200,1,144,73.7,152,2,0,0,1,0,1,0,ips lcd,60,5,68.9,64.9,720,1280,294,microsoft,4,1.2,8,1,8
microsoft,microsoft_lumia_535_dual_sim,1,1,0,0,85.6,2014,1,1905,1,140.2,72.4,146,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.9,540,960,220,microsoft,4,1.2,8,1,5
microsoft,microsoft_lumia_435,1,1,0,0,74.9,2015,1,1560,1,118.1,64.7,134.1,0,0,0,1,0,0,0,ips lcd,60,4,45.5,59.6,480,800,233,microsoft,2,1.2,8,1,2
microsoft,microsoft_lumia_430_dual_sim,1,1,0,0,74.9,2015,1,1500,1,120.5,63.2,127.9,2,0,0,1,0,1,0,ips lcd,60,4,44.8,58.8,480,800,235,microsoft,2,1.2,8,1,2
microsoft,microsoft_lumia_950_dual_sim,1,1,0,0,299.6,2015,1,3000,1,145,73.2,150,2,0,1,0,0,1,0,amoled,60,5.2,74.5,70.2,1440,2560,565,microsoft,6,1.8,32,3,20
microsoft,microsoft_lumia_640_xl_lte,1,1,0,0,214,2015,1,3000,1,157.9,81.5,171,0,0,0,1,0,0,0,ips lcd,60,5.7,88.9,69.1,720,1280,259,microsoft,4,1.2,8,1,13
microsoft,microsoft_lumia_640_dual_sim,1,1,0,0,181.9,2015,1,2500,1,141.3,72.2,145,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.6,720,1280,294,microsoft,4,1.2,8,1,8
microsoft,microsoft_lumia_640_lte_dual_sim,1,1,0,0,160.5,2015,1,2500,1,141.3,72.2,145,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.6,720,1280,294,microsoft,4,1.2,8,1,8
microsoft,microsoft_lumia_532_dual_sim,1,1,0,0,96.3,2015,1,1560,1,118.9,65.5,136.3,2,0,0,1,0,1,0,ips lcd,60,4,45.5,58.5,480,800,233,microsoft,4,1.2,8,1,5
microsoft,microsoft_lumia_640_xl_dual_sim,1,1,0,0,181.9,2015,1,3000,1,157.9,81.5,171,2,0,0,1,0,1,0,ips lcd,60,5.7,88.9,69.1,720,1280,259,microsoft,4,1.2,8,1,13
microsoft,microsoft_lumia_435_dual_sim,1,1,0,0,74.9,2015,1,1560,1,118.1,64.7,134.1,2,0,0,1,0,1,0,ips lcd,60,4,45.5,59.6,480,800,233,microsoft,2,1.2,8,1,2
microsoft,microsoft_lumia_640_xl_lte_dual_sim,1,1,0,0,214,2015,1,3000,1,157.9,81.5,171,2,0,0,1,0,1,0,ips lcd,60,5.7,88.9,69.1,720,1280,259,microsoft,4,1.2,8,1,13
motorola,motorola_moto_g04s,1,1,0,0,127.33,2024,1,5000,0,163.5,74.5,178.8,2,0,1,0,0,1,0,ips lcd,90,6.56,103.4,84.9,720,1612,269,android,8,1.6,128,8,50
motorola,motorola_moto_g04,1,1,0,0,123.6780333,2024,1,5000,0,163.5,74.5,178.8,1,0,1,0,0,0,0,ips lcd,90,6.56,103.4,84.9,720,1612,269,android,8,1.6,128,8,16
motorola,motorola_moto_e13,1,1,0,0,97.451,2023,1,5000,0,164.2,75,179.5,2,0,1,0,0,1,0,ips lcd,60,6.5,102,82.8,720,1600,270,android,8,1.6,128,8,13
motorola,motorola_moto_g_play_(2024),1,1,1,0,149.99,2024,1,5000,0,163.8,75,185,0,0,1,0,0,0,0,ips lcd,90,6.5,102,83,720,1600,270,android,8,1.9,64,4,50
niu,niu_niutek_3g_4_0_n309,1,1,0,0,160.5,2012,1,1650,1,123.5,65,71,2,1,0,0,0,0,0,tft,60,4,45.5,56.7,480,800,233,android,,1,0.512,0.512,5
niu,niu_niutek_3g_3_5_n209,1,1,0,0,107,2012,1,1200,1,117,63,71,2,1,0,0,0,0,0,tft,60,3.5,36.5,49.5,320,480,165,android,,1,0.256,0.512,3.2
nokia,nokia_2780_flip,1,1,0,0,85.99,2022,1,1450,1,202.1,58,131.2,1,0,1,0,0,0,0,tft lcd,60,2.7,0.6,19.3,240,320,148,kaios,4,1.3,4,0.512,5
nokia,nokia_6_1,1,1,0,0,235.4,2018,1,3000,0,148.8,75.8,172,2,0,1,0,0,1,1,ips lcd,60,5.5,82.6,73.2,1080,1920,403,android,8,2.2,64,4,16
nokia,nokia_c12,1,1,0,0,132.3393333,2023,1,3000,1,160.6,74.3,177.4,2,0,1,0,0,1,0,ips lcd,60,6.3,95.8,80.3,720,1600,278,android,8,1.2,64,3,8
nokia,nokia_6300_4g,1,1,0,0,85.6,2021,1,1500,1,131.4,53,104.7,1,0,1,0,0,0,0,tft lcd,60,2.4,17.8,25.6,240,320,167,kaios,4,1.1,4,0.512,
nokia,nokia_6,1,1,1,0,428,2017,1,3000,0,154,75.8,169,2,0,1,0,0,1,1,ips lcd,60,5.5,82.6,70.7,1080,1920,403,android,8,1.4,64,4,16
nokia,nokia_c20,1,1,0,0,85.6,2021,1,3000,1,169.9,77.9,191,1,0,1,0,0,0,0,ips lcd,60,6.52,102.6,77.5,720,1600,269,android,8,1.2,32,2,5
nokia,nokia_lumia_1020,1,1,0,0,428,2013,1,2000,0,130.4,71.4,158,0,0,0,1,0,0,0,amoled,60,4.5,57.6,61.9,768,1280,332,microsoft,2,1.5,64,2,41
nvidia,nvidia_shield,1,1,1,0,246.1,2014,1,5400,0,221,126,390,0,0,0,0,0,0,0,ips lcd,60,8,185.6,66.6,1920,1200,283,android,4,2.2,16,2,5
nvidia,nvidia_shield_lte,1,1,1,0,321,2014,1,5400,0,221,126,390,0,0,0,1,0,0,0,ips lcd,60,8,185.6,66.6,1920,1200,283,android,4,2.2,32,2,5
oneplus,oneplus_pad,0,1,1,0,535,2023,1,9510,0,258,189.4,552,0,0,0,0,0,0,0,ips lcd,144,11.61,411.3,84.2,2000,2800,296,android,8,1.8,256,12,13
oneplus,oneplus_pad_go,0,1,1,0,246.1,2023,1,8000,0,255.1,188,532,0,0,0,0,0,0,0,ips lcd,90,11.35,396.1,82.6,1720,2408,260,android,8,2,256,8,8
oppo,oppo_a37,1,1,0,0,235.4,2016,1,2630,0,143.1,71,136,2,0,1,0,0,1,0,ips lcd,60,5,68.9,67.8,720,1280,294,android,4,1.2,16,2,8
oppo,oppo_a83,1,1,0,0,214,2018,1,3180,0,150.5,73.1,143,2,0,1,0,0,1,0,ips lcd,60,5.7,83.8,76.2,720,1440,282,android,8,2.5,64,4,13
oppo,oppo_f5,1,1,0,0,342.4,2017,1,3200,0,156.5,76,152,2,0,1,0,0,1,0,ips lcd,60,6,92.9,78.1,1080,2160,402,android,8,2.5,64,6,16
oppo,oppo_f1s,1,1,0,0,160.5,2016,1,3075,0,154.5,76,160,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,71,720,1280,267,android,8,1.5,64,4,13
oppo,oppo_f7,1,1,0,0,288.9,2018,1,3400,0,156,75.3,158,2,0,1,0,0,1,0,ips lcd,60,6.23,96.9,82.5,1080,2280,405,android,8,2,128,6,16
oukitel,oukitel_ot6,1,1,1,0,96.3,2024,1,8000,0,246.1,162.8,553,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,73.8,800,1280,149,android,4,2,64,4,5
oukitel,oukitel_ot8,1,1,1,0,181.9,2024,1,8800,0,256.8,168.3,515,2,0,1,0,0,1,1,ips lcd,60,11,350.9,81.2,1200,1920,206,android,8,1.6,256,6,13
palm,palm_treo_pro,1,1,0,0,74.9,2008,1,1500,1,114,60,133,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.5,0,29.5,320,320,181,microsoft,,0.011,0.1,0.128,2
panasonic,panasonic_lumix_smart_camera_cm1,1,1,0,0,888.1,2014,1,2600,0,135.4,68,204,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,66.1,1080,1920,469,android,4,2.3,16,2,20.1
panasonic,panasonic_p85_nxt,1,1,0,0,84,2018,1,4000,0,141.7,70.8,173.8,2,0,0,0,0,0,0,ips lcd,60,5,68.9,68.7,720,1280,294,android,4,1.3,16,2,8
panasonic,panasonic_eluga_ray_600,1,1,0,0,96,2018,1,4000,0,158.5,75.5,158,2,0,1,0,0,1,0,ips lcd,60,5.99,92.6,77.4,720,1440,269,android,4,1.3,32,3,13
panasonic,panasonic_eluga_i7,1,1,0,0,78,2018,1,4000,0,148.8,70.9,168,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,72.7,720,1440,295,android,4,1.25,16,2,8
panasonic,panasonic_p95,1,1,0,0,60,2018,1,2300,2,141,70.5,164,2,0,0,1,0,1,0,ips lcd,60,5,68.9,69.3,720,1280,294,android,4,1.3,16,1,8
panasonic,panasonic_p77,1,1,0,0,107,2016,1,2000,1,143,72,126,2,0,0,0,0,0,1,ips lcd,60,5,68.9,66.9,720,1280,294,android,4,1,16,1,8
panasonic,panasonic_eluga_i9,1,1,0,0,107,2017,1,2500,0,142.5,70.5,143,2,0,1,1,0,1,1,ips lcd,60,5,68.9,68.6,720,1280,294,android,4,1.25,32,3,13
panasonic,panasonic_p90,1,1,0,0,72,2018,1,2400,2,143,71.8,151.7,2,0,0,0,0,0,0,ips lcd,60,5,68.9,67.1,720,1280,294,android,4,1.3,16,1,5
panasonic,panasonic_p100,1,1,0,0,63.6,2018,1,2200,0,145,73,174.8,2,0,0,0,0,0,0,ips lcd,60,5,68.9,65.1,720,1280,294,android,4,1.25,16,2,8
panasonic,panasonic_eluga_ray_550,1,1,0,0,108,2018,1,3250,0,152.5,73.3,152,2,0,1,0,0,1,0,ips lcd,60,5.7,83.8,75,720,1440,282,android,4,1.3,32,3,13
panasonic,panasonic_eluga_i5,1,1,0,0,78,2017,1,2500,0,143,71,145.5,2,0,1,1,0,1,1,ips lcd,60,5,68.9,67.9,720,1280,294,android,4,1.25,16,2,13
panasonic,panasonic_p55_max,1,1,0,0,102,2017,1,5000,1,152,77.6,180,2,0,1,1,0,1,0,ips lcd,60,5.5,83.4,70.7,720,1280,267,android,4,1.3,16,3,13
panasonic,panasonic_eluga_a4,1,1,0,0,150,2017,1,5000,0,149.5,74,162,2,0,0,0,0,0,0,ips lcd,60,5.2,74.5,67.4,720,1280,282,android,4,1.25,32,3,13
panasonic,panasonic_eluga_turbo,1,1,0,0,149.8,2016,1,2350,0,142.4,71.2,145,2,0,1,1,0,1,1,ips lcd,60,5,68.9,68,720,1280,294,android,8,1.5,32,3,13
panasonic,panasonic_p91,1,1,0,0,78,2017,1,2500,0,144.7,72.4,161,2,0,0,1,0,1,0,ips lcd,60,5,68.9,65.8,480,854,196,android,4,1.1,16,1,8
panasonic,panasonic_eluga_ray_max,1,1,0,0,181.9,2017,1,3000,0,148,73,165,2,0,0,0,0,0,0,ips lcd,60,5.2,74.5,69,1080,1920,424,android,8,1.4,64,4,16
panasonic,panasonic_eluga_mark_2,1,1,0,0,160.5,2016,1,3000,0,151,76,163,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.7,720,1280,267,android,8,1.3,32,3,13
panasonic,panasonic_eluga_ray_700,1,1,0,0,139.1,2017,1,5000,0,153.8,75.4,182,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,71.9,1080,1920,401,android,8,1.3,32,3,13
pantech,pantech_vega_r3_im_a850l,1,1,0,0,588.5,2012,1,2600,1,144.7,74.3,168.5,0,0,0,1,0,0,0,natural ips pro lcd,60,5.3,77.4,72,720,1280,277,android,4,1.5,16,2,13
pantech,pantech_discover,1,1,1,0,395.9,2013,1,2100,1,134.2,68.6,135,0,0,0,1,0,0,0,tft,60,4.8,63.5,69,720,1280,306,android,2,1.5,0,1,12.6
pantech,pantech_vega_racer_2_im_a830l,1,1,0,0,363.8,2012,1,2020,1,132.4,68.9,134.1,0,1,0,0,0,0,0,super ips lcd,60,4.8,63.5,69.6,720,1280,306,android,2,1.5,16,1,8
pantech,pantech_burst,1,1,0,0,288.9,2012,1,1650,1,126.5,62.5,122.5,0,0,0,1,0,0,0,super amoled,60,4,45.5,57.6,480,800,233,android,2,1.5,16,1,5
pantech,pantech_flex__p8010,1,1,0,0,246.1,2012,1,1830,1,129.8,67.1,132,0,0,0,1,0,0,0,super amoled advanced,60,4.3,51,58.5,540,960,256,android,2,1.5,8,1,8
pantech,pantech_vega_xpress_im_a720l,1,1,0,0,214,2010,1,1500,1,122.5,63.9,119.8,0,1,0,0,0,0,0,tft,60,4,45.5,58.2,480,800,233,android,,1,0.512,0,5
pantech,pantech_element,1,1,0,0,235.4,2012,1,6400,0,212.3,155.4,469.8,0,0,0,1,0,0,0,tft,60,8,198,60.1,768,1024,160,android,2,1.5,16,1,5
prestigio,prestigio_multiphone_7500,1,1,0,0,299.6,2014,1,2300,0,144,70.5,146,0,0,0,1,0,0,0,ips lcd,60,5,68.9,67.9,1080,1920,441,android,4,1.5,32,2,13
prestigio,prestigio_multipad_4_quantum_10_1,1,1,1,0,235.4,2013,1,7000,0,260,170,612,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,66.9,800,1280,149,android,4,1.6,8,1,2
prestigio,prestigio_multipad_4_ultra_quad_8_0_3g,1,1,1,0,203.3,2014,1,4600,0,204.3,157.2,450,0,0,0,1,0,0,0,ips lcd,60,8,198,61.7,768,1024,160,android,4,1.2,16,1,5
prestigio,prestigio_multipad_4_quantum_10_1_3g,1,1,1,0,235.4,2014,1,7000,0,260,170,612,0,0,0,1,0,0,0,ips lcd,60,10.1,95.8,66.9,800,1280,149,android,4,1.6,16,1,2
prestigio,prestigio_multipad_4_quantum_7_85,1,1,1,0,149.8,2013,1,4700,0,203.5,139,406,0,0,0,0,0,0,0,ips lcd,60,7.85,190.8,67.5,768,1024,163,android,4,1.6,8,1,2
prestigio,prestigio_multiphone_4300_duo,1,1,0,0,117.7,2013,1,1500,1,128,68,190,2,1,0,0,0,0,0,ips lcd,60,4.3,52.6,60.5,480,800,217,android,,1,4,0.512,5
prestigio,prestigio_multiphone_5300_duo,1,1,0,0,192.6,2013,1,2100,1,147,77.2,140,2,1,0,0,0,0,0,tft,60,5.3,77.4,68.2,480,854,185,android,4,1.2,4,1,8
prestigio,prestigio_multiphone_5430_duo,1,1,0,0,224.7,2013,1,2000,1,126,64.7,140,0,1,0,0,0,0,0,ips lcd,60,4.3,51,62.5,540,960,256,android,,1.2,4,1,8
prestigio,prestigio_multipad_4_quantum_9_7,1,1,1,0,214,2013,1,8000,0,241.5,185,621,0,0,0,0,0,0,0,ips lcd,60,9.7,91.4,65.2,1536,2048,264,android,4,1.6,8,2,2
prestigio,prestigio_multiphone_4040_duo,1,1,0,0,107,2013,1,1500,1,124,64,180,2,1,0,0,0,0,0,tft,60,4,45.5,57.4,480,800,233,android,,1,4,0.512,5
prestigio,prestigio_multiphone_4044_duo,1,1,0,0,107,2013,1,1500,1,125,64,124,2,1,0,0,0,0,0,tft,60,4,45.5,56.9,480,800,233,android,2,1.2,4,0.512,8
prestigio,prestigio_multiphone_4055_duo,1,1,0,0,128.4,2013,1,2500,1,127.1,64.1,134,2,1,0,0,0,0,0,tft,60,4,45.5,55.9,480,800,233,android,2,1.2,4,0.512,8
prestigio,prestigio_multiphone_4322_duo,1,1,0,0,128.4,2013,1,1500,1,130,67.7,133,2,1,0,0,0,0,0,tft,60,4.3,52.6,59.8,480,800,217,android,2,1.2,4,0.512,8
prestigio,prestigio_multiphone_5044_duo,1,1,0,0,214,2013,1,2000,1,145,73,130,2,1,0,0,0,0,0,ips lcd,60,5,68.9,65.1,720,1280,294,android,4,1.2,4,1,8
prestigio,prestigio_multiphone_5500_duo,1,1,0,0,171.2,2014,1,2000,1,146,75.3,183,2,0,0,0,0,0,0,tft,60,5,68.9,62.7,480,854,196,android,2,1.2,4,0.512,5
prestigio,prestigio_multiphone_3540_duo,1,1,0,0,85.6,2013,1,2000,1,118,62,130,2,1,0,0,0,0,0,tft,60,3.5,36.5,49.9,320,480,165,android,,1,4,0.512,3.15
prestigio,prestigio_multiphone_4505_duo,1,1,0,0,128.4,2013,1,1800,1,130,66,134,2,1,0,0,0,0,0,tft,60,4.5,55.8,65,480,854,218,android,2,1.2,4,0.512,8
prestigio,prestigio_multiphone_5000_duo,1,1,0,0,160.5,2013,1,2200,1,148.5,79,199,2,1,0,0,0,0,0,tft,60,5,71,60.7,480,800,187,android,2,1.2,4,0.512,5
prestigio,prestigio_multipad_4_quantum_9_7_colombia,1,1,1,0,214,2014,1,8000,0,241.5,185,621,0,0,0,0,0,0,0,ips lcd,60,9.7,91.4,65.2,1536,2048,264,android,4,1.6,16,2,5
qmobile,qmobile_noir_z9,1,1,0,0,246.1,2015,1,2000,0,141,68,97,0,0,1,0,0,0,0,amoled,60,4.8,63.5,66.2,720,1280,306,android,4,1.2,16,2,8
qmobile,qmobile_noir_s1,1,1,0,0,107,2015,1,2000,1,143,71.8,152,2,0,0,0,0,0,0,ips lcd,60,5,68.9,67.1,480,854,196,android,4,1.3,8,1,5
qmobile,qmobile_j7_pro,1,1,0,0,216,2017,1,3150,0,154,76.6,175,2,0,0,1,0,1,1,ips lcd,60,5.5,83.4,70.7,720,1280,267,android,4,1.4,32,3,13
qmobile,qmobile_noir_e8,1,1,1,0,428,2015,1,3500,0,164,82.3,210,2,0,0,1,0,1,0,amoled,60,6,99,73.5,1440,2560,490,android,8,2,64,3,24
qmobile,qmobile_king_kong_max,1,1,0,0,222,2017,1,4000,0,149,73.2,162,2,0,0,1,0,1,0,ips lcd,60,5.3,77.4,71,720,1280,277,android,8,1,32,3,13
qmobile,qmobile_noir_x450,1,1,0,0,171.2,2015,1,1950,2,142.8,74.3,150,2,0,0,0,0,0,0,tft,60,5,68.9,64.9,480,854,196,android,4,1.3,8,1,5
qmobile,qmobile_a1,1,1,0,0,107,2015,1,1700,2,132,67,138,2,0,0,0,0,0,0,ips lcd,60,4.5,44,50,480,854,245,android,4,1.3,8,1,5
qmobile,qmobile_m6,1,1,0,0,354,2017,1,5000,0,152.3,75.3,180,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.7,1080,1920,401,android,8,1,64,4,13
qmobile,qmobile_noir_z8,1,1,0,0,181.9,2015,1,2400,1,143.5,72,120,2,0,0,0,0,0,0,ips lcd,60,5,68.9,66.7,720,1280,294,android,4,1.2,16,2,13
qmobile,qmobile_noir_i8,1,1,1,0,107,2015,1,2120,2,139,71.6,151,2,1,0,1,0,1,0,ips lcd,60,4.7,62.9,63.2,480,800,199,android,4,1.3,8,1,8
qmobile,qmobile_noir_z3,1,1,0,0,224.7,2013,1,2000,2,137,69,135,0,0,0,1,0,0,0,super amoled,60,4.8,63.5,67.2,720,1280,306,android,4,1.5,16,1,8
qmobile,qmobile_noir_z6,1,1,0,0,214,2014,1,2300,0,145.1,70.2,133,0,0,0,1,0,0,0,super amoled,60,5,68.9,67.7,1080,1920,441,android,8,1.7,16,2,13
qmobile,qmobile_noir_lt250,1,1,0,0,160.5,2015,1,2000,2,140.1,67.5,119,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,64.4,720,1280,312,android,4,1.7,4,1,8
qmobile,qmobile_noir_z5,1,1,0,0,331.7,2014,1,2500,0,150.6,75,150,0,0,0,1,0,0,0,ips lcd,60,5.5,83.4,73.8,1080,1920,401,android,4,2.3,16,2,16
realme,realme_c51,1,1,0,0,109.74915,2023,1,5000,0,167.2,76.7,186,2,0,1,0,0,1,0,ips lcd,90,6.74,109.7,85.5,720,1600,260,android,8,1.8,256,6,0.08
realme,realme_c65_5g,1,1,0,0,128.4,2024,1,5000,0,165.6,76.1,190,2,0,1,0,0,1,1,ips lcd,120,6.67,107,85.1,720,1604,264,android,8,2.4,128,6,50
