manufacturer,device,Network_Technology,Misc_Price,Platform_GPU,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_chipset_manufacturer,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
acer,acer_iconia_talk_s,GSM / HSPA / LTE,About 170 EUR,Mali-T720MP2,2016,1,3400,0,191.7,101,260,2,0,1,1,0,0,0,ips lcd,60,7,135.1,69.8,720,1280,210,android,mediatek,4,1.3,microsdxc,32,2,13
acer,acer_iconia_one_8_b1_820,No cellular connectivity,About 180 EUR,,2015,1,4550,0,213.9,127.7,355,0,0,0,0,0,0,0,ips lcd,60,8,185.6,67.9,800,1280,189,android,intel,4,1.33,microsdhc,32,1,5
acer,acer_predator_8,No cellular connectivity,About 350 EUR,,2015,1,4420,0,217.9,127,353.8,0,0,0,0,0,0,0,ips lcd,60,8,185.6,67.1,1920,1200,283,android,intel,4,1.6,microsdxc,64,2,5
acer,acer_liquid_z6_plus,GSM / HSPA / LTE,About 250 EUR,Mali-T720MP3,2016,1,4080,0,153.8,75.6,169,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,71.7,1080,1920,401,android,mediatek,8,1.3,microsdxc,32,3,13
acer,acer_liquid_x2,GSM / HSPA / LTE,About 230 EUR,Mali-T720MP4,2015,1,4020,1,153.3,78.8,166,3,0,0,1,0,0,0,ips lcd,60,5.5,83.4,69,720,1280,267,android,mediatek,8,1.3,microsdhc,32,3,13
acer,acer_iconia_tab_a500,No cellular connectivity,About 200 EUR,ULP GeForce,2011,1,3260,0,260,177,730,0,0,0,0,0,0,0,lcd,60,10.1,95.8,64.3,800,1280,149,android,nvidia,2,1,microsdhc,32,1,5
acer,acer_iconia_tab_10_a3_a30,No cellular connectivity,About 250 EUR,,2015,1,5910,0,260,176,540,0,0,0,0,0,0,0,led-backlit ips lcd,60,10.1,95.8,64.6,1920,1200,224,android,intel,4,1.33,microsdxc,64,2,5
acer,acer_liquid_jade_primo,GSM / HSPA / LTE,About 220 EUR,Adreno 418,2015,1,2870,0,156.5,75.9,150,2,0,1,0,0,1,1,amoled,60,5.5,83.4,70.2,1080,1920,401,microsoft,qualcomm,6,1.8,microsdxc,32,3,21
acer,acer_liquid_zest,GSM / HSPA / LTE,About 110 EUR,Mali-400MP2 - Z525Mali-T720MP2 - Z528,2016,1,2000,1,145.7,71.2,125,1,0,0,1,0,0,0,ips lcd,60,5,68.9,66.4,720,1280,294,android,mediatek,4,1,microsdhc,8,1,8
acer,acer_liquid_jade_2,GSM / HSPA / LTE,,Adreno 418,2016,1,3000,0,156.6,75.9,150,2,0,1,0,0,1,0,super amoled,60,5.5,83.4,70.2,1080,1920,401,android,qualcomm,6,1.8,microsdxc,32,3,21
acer,acer_liquid_z6,GSM / HSPA / LTE,About 120 EUR,Mali-T720MP2,2016,1,2000,1,145.5,72.5,126,1,0,0,1,0,0,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,mediatek,4,1.25,microsdxc,8,1,8
acer,acer_liquid_z520,GSM / HSPA,About 130 EUR,Mali-400MP2,2015,1,2000,1,154,86,118,1,0,0,1,0,0,0,tft,60,5,75.7,57.1,480,854,187,android,mediatek,4,1.3,microsdhc,16,2,8
acer,acer_iconia_tab_a3_a20,No cellular connectivity,About 190 EUR,Mali-450MP4,2014,1,5700,0,256.5,170.2,508,0,0,0,0,0,0,0,led-backlit ips lcd,60,10.1,95.8,67.8,1280,800,149,android,mediatek,4,1.3,microsdxc,16,1,5
acer,acer_iconia_a1_830,No cellular connectivity,About 130 EUR,PowerVR SGX544MP2,2014,1,4000,0,203,138.4,380,0,0,0,0,0,0,0,led-backlit ips lcd,60,7.9,193.3,68.8,768,1024,162,android,intel,2,1.6,microsdhc,16,1,5
acer,acer_iconia_tab_a701,GSM / HSPA,About 380 EUR,ULP GeForce,2012,1,9800,0,259.8,175,667,0,1,0,0,0,0,0,lcd,60,10.1,95.8,65.1,1920,1200,224,android,nvidia,4,1.3,microsdhc,64,1,5
acer,acer_liquid_e700,GSM / HSPA,About 200 EUR,Mali-400MP2,2014,1,3500,0,147.3,73,155,3,0,0,1,0,0,0,ips lcd,60,5,68.9,64.1,720,1280,294,android,mediatek,4,1.2,microsdhc,16,2,8
acer,acer_liquid_z200,GSM / HSPA,About 90 EUR,Mali-400,2014,1,1300,1,126,65,130,1,1,0,0,0,0,0,tft,60,4,45.5,55.6,480,800,233,android,mediatek,2,1,microsdhc,4,0.512,2
acer,acer_liquid_z530,GSM / HSPA / LTE,About 150 EUR,Mali-T720MP2,2015,1,2420,1,144,70.3,145,1,0,0,1,0,0,0,ips lcd,60,5,68.9,68.1,720,1280,294,android,mediatek,4,1.3,microsdxc,16,2,8
acer,acer_iconia_tab_a1_810,No cellular connectivity,About 120 EUR,PowerVR SGX544,2013,1,4960,0,208.7,145.7,410,0,0,0,0,0,0,0,led-backlit ips lcd,60,7.9,193.3,63.6,768,1024,162,android,mediatek,4,1.2,microsdhc,16,1,5
acer,acer_iconia_tab_a3,GSM / HSPA,About 190 EUR,PowerVR SGX544,2013,1,7300,0,260,175,560,0,0,0,1,0,0,0,led-backlit ips lcd,60,10.1,95.8,65,800,1280,149,android,mediatek,4,1.2,microsdhc,32,1,5
acer,acer_liquid_z3,GSM / HSPA,About 100 EUR,Mali-400,2013,1,1500,1,109,60,120,1,0,0,1,0,0,0,tft,60,3.5,36.5,55.8,320,480,165,android,mediatek,2,1,microsdhc,4,0.512,3.15
acer,acer_liquid_z220,GSM / HSPA,About 90 EUR,Adreno 302,2015,1,1300,1,125.3,64,120,1,1,0,0,0,0,0,ips lcd,60,4,45.5,56.8,480,800,233,android,qualcomm,2,1.2,microsdhc,8,1,5
acer,acer_liquid_z4,GSM / HSPA,About 100 EUR,Mali-400,2014,1,1630,1,124,64,122,1,0,0,1,0,0,0,tft,60,4,45.5,57.4,480,800,233,android,mediatek,2,1.3,microsdxc,4,0.512,5
acer,acer_liquid_s2,GSM / HSPA / LTE,About 340 EUR,Adreno 330,2013,1,3300,0,166,86.2,229,0,0,1,0,0,0,0,ips lcd,60,6,98.7,69,1080,1920,368,android,qualcomm,4,2.2,microsdxc,16,2,13
acer,acer_liquid_jade_z,GSM / HSPA / LTE,About 200 EUR,Mali-T760MP2,2015,1,2300,0,143.5,69.8,110,2,0,1,0,0,1,1,ips lcd,60,5,68.9,68.8,720,1280,294,android,mediatek,4,1.5,microsdhc,16,2,13
acer,acer_liquid_z630,GSM / HSPA / LTE,About 200 EUR,Mali-T720MP2,2015,1,4000,1,156.3,77.5,165,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,68.8,720,1280,267,android,mediatek,4,1.3,microsdxc,16,2,8
acer,acer_iconia_tab_a200,No cellular connectivity,About 200 EUR,ULP GeForce,2012,1,3260,0,260,175,700,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,65,800,1280,149,android,nvidia,2,1,microsdhc,16,1,2
acer,acer_iconia_tab_a1_811,GSM / HSPA,About 150 EUR,PowerVR SGX544,2013,1,4960,0,208.7,145.7,430,0,0,0,0,0,0,0,tft,60,7.9,193.3,63.6,768,1024,162,android,mediatek,4,1.2,microsdhc,8,1,5
acer,acer_liquid_z330,GSM / HSPA / LTE,About 110 EUR,Adreno 304,2015,1,2000,1,136,66.5,142,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.7,480,854,218,android,qualcomm,4,1.1,microsdxc,8,1,5
acer,acer_liquid_z320,GSM / HSPA,About 90 EUR,Adreno 304,2015,1,2000,1,136,66.5,142,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.7,480,854,218,android,qualcomm,4,1,microsdxc,8,1,5
acer,acer_iconia_tab_a100,No cellular connectivity,About 100 EUR,ULP GeForce,2011,1,1530,0,195,117,450,0,0,0,0,0,0,0,lcd,60,7,137.9,60.4,600,1024,170,android,nvidia,2,1,microsdhc,16,1,5
acer,acer_liquid_z410,GSM / HSPA / LTE,About 130 EUR,Mali-T760MP2,2015,1,2000,1,136,66.7,145,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,61.5,540,960,245,android,mediatek,4,1.3,microsdhc,16,2,5
acer,acer_liquid_e2,GSM / HSPA,About 180 EUR,PowerVR SGX544,2013,1,2000,1,131,68,140,1,0,0,1,0,0,0,ips lcd,60,4.5,55.8,62.7,540,960,245,android,mediatek,4,1.2,microsdhc,4,1,8
acer,acer_liquid_jade_s,GSM / HSPA / LTE,About 200 EUR,Mali-T760MP2,2014,1,2300,0,143,69,116,2,0,1,0,0,1,1,ips lcd,60,5,68.9,69.8,720,1280,294,android,mediatek,8,1.5,microsdhc,16,2,13
acer,acer_liquid_z5,GSM / HSPA,About 170 EUR,Mali-400,2014,1,2000,0,145.5,73.5,150,2,0,0,0,0,0,0,tft,60,5,68.9,64.4,480,854,196,android,mediatek,2,1.3,microsdhc,4,0.512,5
acer,acer_iconia_tab_8_a1_840fhd,No cellular connectivity,About 200 EUR,Intel Gen 7 (Ivy Bridge),2014,1,4600,0,215,130,360,0,0,0,0,0,0,0,ips lcd,60,8,185.6,66.4,1200,1920,283,android,intel,4,1.86,microsdhc,32,2,5
acer,acer_liquid_z530s,GSM / HSPA / LTE,,Mali-T720MP3,2015,1,2420,1,144,70.3,145,1,0,0,1,0,0,0,ips lcd,60,5,68.9,68.1,720,1280,294,android,mediatek,8,1.3,microsdxc,32,3,8
acer,acer_liquid_z630s,GSM / HSPA / LTE,,Mali-T720MP3,2015,1,4000,1,156.3,77.5,165,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,68.8,720,1280,267,android,mediatek,8,1.3,microsdxc,32,3,8
acer,acer_iconia_tab_a501,GSM / HSPA,About 490 EUR,ULP GeForce,2011,1,3260,0,260,177,777,0,1,0,0,0,0,0,lcd,60,10.1,95.8,64.3,800,1280,149,android,nvidia,2,1,microsdhc,64,1,5
acer,acer_liquid_e3,GSM / HSPA,About 200 EUR,PowerVR SGX544,2014,1,2500,0,136,68,134,1,0,0,1,0,0,0,ips lcd,60,4.7,60.9,65.8,720,1280,312,android,mediatek,4,1.2,microsdhc,4,1,13
alcatel,alcatel_1b_(2022),GSM / HSPA / LTE,About 100 EUR,PowerVR GE8300,2022,1,3000,1,146.7,71.9,172,1,0,1,0,0,0,0,tft lcd,60,5.5,78.1,74,720,1440,293,android,mediatek,4,2,microsdxc,32,2,8
alcatel,alcatel_1,GSM / HSPA / LTE,About 60 EUR,PowerVR GE8100,2018,1,2000,2,137.6,65.7,134,1,0,1,0,0,0,0,tft lcd,60,5,64.5,71.4,480,960,215,android,mediatek,4,1.28,microsdhc,16,1,5
alcatel,alcatel_go_flip_4,GSM / HSPA / LTE,About 120 EUR,Adreno 308,2021,1,1850,2,107.3,55.6,133,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,40.7,240,320,143,kaios,snapdragon,4,1.3,microsdhc,4,0.512,2
alcatel,alcatel_1_(2021),GSM / HSPA / LTE,About 60 EUR,PowerVR GE8100,2021,1,2000,2,137.6,65.7,134,1,0,1,0,0,0,0,tft lcd,60,5,64.5,71.4,480,960,215,android,mediatek,4,1.28,microsdhc,16,1,5
alcatel,alcatel_1t_7,No cellular connectivity,About 70 EUR,Mali-400,2018,1,2580,0,189.5,111,245,0,0,0,0,0,0,0,tft,60,7,137.9,65.6,600,1024,170,android,mediatek,4,1.3,microsdxc,8,1,2
alcatel,alcatel_3t_8,LTE,About 140 EUR,,2018,1,4080,0,209.5,125,279,0,0,0,1,0,0,0,ips lcd,60,8,185.6,70.9,800,1280,189,android,mediatek,4,1.28,microsdxc,32,3,5
alcatel,alcatel_1b_(2020),GSM / HSPA / LTE,About 80 EUR,Adreno 308,2020,1,3000,2,146.1,71.6,168,2,0,1,0,0,1,0,ips lcd,60,5.5,78.1,74.6,720,1440,293,android,qualcomm,4,1.3,microsdxc,32,2,8
alcatel,alcatel_go_flip_v,GSM / HSPA / LTE,About 80 EUR,Adreno 304,2019,1,1350,1,104.9,52.8,118,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,43.8,240,320,143,kaios,qualcomm,4,1.1,microsdhc,8,1,2
alcatel,alcatel_go_flip_3,GSM / CDMA / HSPA / LTE,About 80 EUR,Adreno 304,2019,1,1350,1,104.9,53.1,118,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,43.6,240,320,143,kaios,qualcomm,4,1.1,microsdhc,4,0.512,2
alcatel,alcatel_1x,GSM / HSPA / LTE,About 100 EUR,PowerVR GE8100,2018,1,2460,2,147.5,70.6,151,1,0,1,0,0,0,0,ips lcd,60,5.3,72.5,69.6,480,960,203,android,mediatek,4,1.3,microsdhc,16,2,13
alcatel,alcatel_pixi_3_(4),GSM / HSPA / LTE,About 50 EUR,Mali-400Adreno 304,2015,1,1650,2,121.3,64.2,110,1,0,0,0,0,0,0,tft,60,4,45.5,58.5,480,800,233,android,mediatek,4,1.1,microsdhc,4,0.512,5
alcatel,alcatel_3t10_2020,GSM / HSPA / LTE,About 170 EUR,,2020,1,5500,0,243.3,161.2,475,0,0,1,0,0,0,0,ips lcd,60,10.1,95.8,75.4,800,1280,149,android,mediatek,4,1.8,microsdxc,32,2,5
alcatel,alcatel_1t_10,No cellular connectivity,About 100 EUR,Mali-400,2018,1,4000,0,255,155,415,0,0,0,0,0,0,0,tft,60,10.1,95.8,74.8,1280,800,149,android,mediatek,4,1.3,microsdxc,16,1,2
alcatel,alcatel_one_touch_idol,GSM / HSPA,About 230 EUR,PowerVR SGX531u,2013,1,1800,0,133,67.5,109,1,0,0,1,0,0,0,ips lcd,60,4.66,59.9,66.7,540,960,236,android,mediatek,2,1,microsdhc,0,1,8
alcatel,alcatel_pixi_3_(4_5),GSM / HSPA / LTE,About 60 EUR,Mali-400Mali-T720MP2,2015,1,1780,2,132.2,65.1,125,1,0,0,0,0,0,0,tft,60,4.5,55.8,64.8,480,854,218,android,mediatek,4,1.1,microsdhc,4,1,8
alcatel,alcatel_3t_10,GSM / HSPA / LTE,,PowerVR GE8100,2019,1,4080,0,260,156.6,440,0,0,1,0,0,0,0,ips lcd,60,10,90,71.2,800,1280,151,android,mediatek,4,1.3,microsdxc,16,2,2
alcatel,alcatel_1c_(2019),GSM / HSPA,About 70 EUR,,2019,1,2000,2,136.6,65.3,148,1,0,1,0,0,0,0,ips lcd,60,5,64.5,72.3,480,960,215,android,spreadtrum,4,1.3,microsdhc,8,1,5
alcatel,alcatel_5,GSM / HSPA / LTE,About 230 EUR,Mali-T860MP2,2018,1,3000,0,152.3,71.1,144,1,0,1,0,0,0,0,ips lcd,60,5.7,83.8,77.4,720,1440,282,android,mediatek,8,1,microsdxc,32,3,12
alcatel,alcatel_idol_4s,GSM / HSPA / LTE,About 220 EUR,Adreno 510,2016,1,3000,0,153.9,75.4,149,2,0,1,0,0,1,1,amoled,60,5.5,83.4,71.9,1440,2560,534,android,qualcomm,8,1.4,microsdxc,32,3,16
alcatel,alcatel_idol_4,GSM / HSPA / LTE,About 200 EUR,Adreno 405,2016,1,2610,0,147,72.5,135,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,69.9,1080,1920,424,android,qualcomm,8,1.2,microsdxc,16,3,13
alcatel,alcatel_idol_4s_windows,GSM / HSPA / LTE,About 200 EUR,Adreno 530,2016,1,3000,0,153.9,75.4,152,0,0,1,0,0,0,0,amoled,60,5.5,83.4,71.9,1080,1920,401,microsoft,qualcomm,4,1.6,microsdxc,64,4,21
alcatel,alcatel_1v_(2019),GSM / HSPA / LTE,About 80 EUR,IMG8322,2019,1,2460,1,149.1,72.2,153.2,1,0,1,0,0,0,0,ips lcd,60,5.5,78.1,72.5,480,960,195,android,unisoc,8,1.2,microsdxc,16,3,8
alcatel,alcatel_idol_3_(5_5),GSM / HSPA / LTE,About 250 EUR,Adreno 405,2015,1,2910,0,152.7,75.1,141,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,72.7,1080,1920,401,android,qualcomm,8,1,microsdxc,32,2,13
allview,allview_x2_soul,GSM / HSPA,About 340 EUR,Mali-450MP4,2014,1,2300,0,145.1,70.1,129,0,0,0,1,0,0,0,super amoled,60,5,68.9,67.8,1080,1920,441,android,mediatek,8,1.7,no,16,2,13
allview,allview_x4_soul_infinity_n,GSM / HSPA / LTE,,Mali-T860MP2,2017,1,3000,0,152,72.6,155,2,0,1,1,0,1,1,ips lcd,60,5.7,83.8,76,720,1440,282,android,mediatek,8,1,microsdxc,32,4,16
allview,allview_a10_plus,GSM / HSPA,,Mali-400MP2,2018,1,2200,2,151,71.8,150,2,0,1,0,0,1,0,ips lcd,60,5.34,73.6,67.9,480,960,201,android,mediatek,4,1.3,microsdxc,8,1,8
allview,allview_p7_pro,GSM / HSPA / LTE,,Mali-T720MP2,2016,1,2300,1,144,72,165,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.5,720,1280,294,android,mediatek,4,1.3,microsdhc,16,2,8
allview,allview_p8_pro,GSM / HSPA / LTE,,Mali-T720MP2,2018,1,3000,0,153,75.2,186.5,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,72.5,1080,1920,401,android,mediatek,4,1.45,microsdxc,16,2,13
allview,allview_a10_lite_2019,GSM / HSPA,,Mali-400MP2,2018,1,2150,2,145.5,71.8,152,2,0,0,1,0,1,0,ips lcd,60,5.34,73.6,70.4,480,960,201,android,mediatek,4,1.3,microsdxc,8,1,8
allview,allview_p6_energy_mini,GSM / HSPA / LTE,,Mali-T720,2017,1,2950,2,143,72.4,175,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.5,480,854,196,android,mediatek,4,1.1,microsdxc,8,1,5
allview,allview_viva_1003g_lite,GSM / HSPA,About 100 EUR,Mali-400,2019,1,4000,0,246.2,171.7,505.2,0,1,0,0,0,0,0,ips lcd,60,10.1,95.8,70,800,1280,149,android,mediatek,4,1.3,microsdxc,16,1,0.3
allview,allview_viva_1003g,GSM / HSPA,,Mali-400,2019,1,4000,0,246.2,171.7,479.4,0,1,0,0,0,0,0,ips lcd,60,10.1,95.8,70,800,1280,149,android,mediatek,4,1.3,microsdxc,16,2,2
allview,allview_x4_soul_vision,GSM / HSPA / LTE,,Mali-T860MP2,2017,1,4000,0,153.1,75.6,202,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72,1080,1920,401,android,mediatek,8,1,microsdxc,32,3,13
allview,allview_a5_easy,GSM / HSPA,,Mali-400,2015,1,1400,1,125,62.5,121,2,0,0,1,0,1,0,tft,60,4,45.5,58.3,480,800,233,android,mediatek,2,1,microsdhc,8,1,5
allview,allview_x2_soul_pro,GSM / HSPA / LTE,,Mali-T760MP2,2015,1,2700,0,148.8,72.4,126.5,2,0,0,1,0,1,0,oled,60,5.2,74.5,69.2,1080,1920,424,android,mediatek,8,1.7,no,16,2,13
allview,allview_x3_soul_pro,GSM / HSPA / LTE,About 450 EUR,Mali-T860MP2,2016,1,3000,0,154.3,74.9,144,2,0,1,1,0,1,1,amoled,60,5.5,83.4,72.2,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,16
allview,allview_p6_lite,GSM / HSPA,,Mali-400,2016,1,2300,1,145,72,138,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66,480,854,196,android,mediatek,4,1.3,microsdxc,8,1,8
allview,allview_x3_soul_plus,GSM / HSPA / LTE,,Mali-T860MP2,2016,1,3130,0,153,75.3,175,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.4,1080,1920,401,android,mediatek,8,1,microsdxc,32,4,13
allview,allview_x3_soul_style,GSM / HSPA / LTE,,Mali-T720,2016,1,3150,0,154.5,75.6,162.2,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,mediatek,8,1.3,microsdxc,32,3,13
allview,allview_x4_soul_style,GSM / HSPA / LTE,,Mali-T860MP2,2017,1,4010,0,156.5,74.5,181,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,71.5,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,13
allview,allview_p10_life,GSM / HSPA / LTE,,,2019,1,2500,2,149.4,71.9,177.6,2,0,0,1,0,1,0,ips lcd,60,5.34,73.6,68.5,480,960,201,android,mediatek,4,1.3,microsdxc,16,2,8
allview,allview_p10_max,GSM / HSPA / LTE,,,2019,1,3200,2,160.7,77.7,172,2,0,1,0,0,1,0,ips lcd,60,5.99,92.6,74.2,480,960,179,android,mediatek,4,1.3,microsdxc,8,1,13
allview,allview_x1_xtreme,GSM / HSPA,About 470 EUR,Adreno 330,2014,1,2500,0,150.6,75,150.5,0,0,0,1,0,0,0,ips lcd,60,5.5,83.4,73.8,1080,1920,401,android,qualcomm,4,2.15,no,32,3,16
allview,allview_p8_energy_pro,GSM / HSPA / LTE,About 420 EUR,Mali-T720MP2,2016,1,5020,0,160.9,81.2,209.8,2,0,0,1,0,1,0,amoled,60,6,99,76,1080,1920,367,android,mediatek,8,1.3,microsdxc,64,3,13
allview,allview_x4_soul_mini,GSM / HSPA / LTE,,Mali-T720MP2,2017,1,2500,0,143.5,73.9,144,2,0,1,1,0,1,1,ips lcd,60,5,68.9,65,720,1280,294,android,mediatek,4,1.25,microsdxc,16,3,13
allview,allview_v3_viper,GSM / HSPA / LTE,About 220 EUR,Mali-T720MP2,2018,1,3000,0,148.3,71.8,143.6,2,0,1,1,0,1,1,ips lcd,60,5.5,78.1,73.3,720,1440,293,android,mediatek,4,1.3,microsdxc,32,3,13
allview,allview_x4_soul_infinity_l,GSM / HSPA / LTE,,Mali-T720MP2,2017,1,3000,0,152,72.6,155,2,0,1,1,0,1,1,ips lcd,60,5.7,83.8,76,720,1440,282,android,mediatek,4,1.45,microsdxc,16,2,13
allview,allview_x4_soul_infinity_s,GSM / HSPA / LTE,,Mali-T860MP2,2017,1,3000,0,152,72.6,155,2,0,1,1,0,1,1,ips lcd,60,5.7,83.8,76,720,1440,282,android,mediatek,8,1,microsdxc,16,3,13
allview,allview_x2_xtreme,GSM / HSPA / LTE,About 490 EUR,PowerVR G6200,2015,1,3500,0,164,82,204.4,2,0,0,1,0,1,0,amoled,60,6,99,73.8,1440,2560,490,android,mediatek,8,2,microsdxc,64,3,24
allview,allview_p8_energy,GSM / HSPA / LTE,About 300 EUR,Mali-T720MP2,2015,1,6000,0,152,76,212,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.2,720,1280,267,android,mediatek,4,1.3,microsdxc,16,2,13
allview,allview_p6_energy,GSM / HSPA,,Mali-400MP2,2015,1,5000,0,144.5,71.5,176.6,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.7,720,1280,294,android,mediatek,4,1.3,microsdhc,8,1,8
allview,allview_v1_viper_s4g,GSM / HSPA / LTE,,Adreno 305,2014,1,1950,1,143,70.7,124.7,2,0,0,1,0,1,0,ips lcd,60,5,68.9,68.2,720,1280,294,android,qualcomm,4,1.2,microsdhc,16,2,8
allview,allview_p5_pro,GSM / HSPA / LTE,About 130 EUR,Mali-T720,2016,1,1700,1,136,67.6,118.5,2,0,0,1,0,1,0,ips lcd,60,4.5,55.8,60.7,480,854,218,android,mediatek,4,1,microsdxc,8,1,5
amazon,amazon_fire_7,No cellular connectivity,About 50 EUR,Mali-450MP4,2015,1,2980,0,191,115,313,0,0,0,0,0,0,0,ips lcd,60,7,137.9,62.8,600,1024,170,customized,mediatek,4,1.3,microsdxc,8,1,2
amazon,amazon_fire_phone,GSM / HSPA / LTE,About 160 EUR,Adreno 330,2014,1,2400,0,139.2,66.5,160,0,0,1,0,0,0,0,ips lcd,60,4.7,60.9,65.8,720,1280,312,amazon,qualcomm,4,2.2,no,64,2,13
amazon,amazon_fire_hd_10_(2017),No cellular connectivity,About 170 EUR,PowerVR G6250,2017,1,3830,0,262,159,500,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,71,1920,1200,224,customized,mediatek,4,1.4,microsdxc,64,2,2
amazon,amazon_fire_hd_8_(2017),No cellular connectivity,About 110 EUR,Mali-T730MP3,2017,1,3210,0,214,128,369,0,0,0,0,0,0,0,ips lcd,60,8,185.6,67.7,800,1280,189,customized,mediatek,4,1.3,microsdxc,32,1.5,2
amazon,amazon_fire_7_(2017),No cellular connectivity,About 70 EUR,Mali-450MP4,2017,1,2980,0,192,115,295,0,0,0,0,0,0,0,ips lcd,60,7,137.9,62.5,600,1024,170,customized,mediatek,4,1.3,microsdxc,16,1,2
apple,apple_iphone_xr,GSM / CDMA / HSPA / EVDO / LTE,A$ 375.00 / $ 88.06 / € 193.00,Apple GPU (4-core graphics),2018,1,2942,0,150.9,75.7,194,2,0,1,0,0,0,0,liquid retina ips lcd,60,6.1,90.3,79,828,1792,326,ios,apple,6,1.6,no,256,3,12
apple,apple_iphone_7,GSM / CDMA / HSPA / EVDO / LTE,About 180 EUR,PowerVR Series7XT Plus (six-core graphics),2016,1,1960,0,138.3,67.1,138,0,0,1,0,0,0,0,retina ips lcd,60,4.7,60.9,65.6,750,1334,326,ios,apple,4,2.34,no,256,2,12
apple,apple_iphone_6,GSM / CDMA / HSPA / EVDO / LTE,About 100 EUR,PowerVR GX6450 (quad-core graphics),2014,1,1810,0,138.1,67,129,0,0,1,0,0,0,0,ips lcd,60,4.7,60.9,65.8,750,1334,326,ios,apple,2,1.4,no,128,1,8
apple,apple_iphone_se_(2020),GSM / CDMA / HSPA / EVDO / LTE,A$ 259.00 / $ 98.00 / € 122.00,Apple GPU (4-core graphics),2020,1,1821,0,138.4,67.3,148,2,0,1,0,0,0,0,retina ips lcd,60,4.7,60.9,65.4,750,1334,326,ios,apple,6,1.8,no,256,3,12
apple,apple_iphone_se_(2022),GSM / CDMA / HSPA / EVDO / LTE / 5G,$ 114.97 / € 179.00,Apple GPU (4-core graphics),2022,1,2018,0,138.4,67.3,144,2,0,1,0,0,0,0,retina ips lcd,60,4.7,60.9,65.4,750,1334,326,ios,apple,6,1.82,no,256,4,12
apple,apple_iphone_6s,GSM / CDMA / HSPA / EVDO / LTE,About 230 EUR,PowerVR GT7600 (six-core graphics),2015,1,1715,0,138.3,67.1,143,0,0,1,0,0,0,0,ips lcd,60,4.7,60.9,65.6,750,1334,326,ios,apple,2,1.84,no,128,2,12
apple,apple_ipad_(2022),GSM / HSPA / LTE / 5G,About 580 EUR,Apple GPU (4-core graphics),2022,1,7606,0,248.6,179.5,477,2,0,1,0,0,0,0,liquid retina ips lcd,60,10.9,359,80.5,1640,2360,264,ipados,apple,6,1.8,no,256,4,12
apple,apple_iphone_se,GSM / CDMA / HSPA / EVDO / LTE,About 140 EUR,PowerVR GT7600 (six-core graphics),2016,1,1624,0,123.8,58.6,113,0,0,1,0,0,0,0,ips lcd,60,4,44.1,60.8,640,1136,326,ios,apple,2,1.84,no,128,2,12
apple,apple_iphone_6s_plus,GSM / CDMA / HSPA / EVDO / LTE,About 240 EUR,PowerVR GT7600 (six-core graphics),2015,1,2750,0,158.2,77.9,192,0,0,1,0,0,0,0,ips lcd,60,5.5,83.4,67.7,1080,1920,401,ios,apple,2,1.84,no,128,2,12
apple,apple_iphone_5s,GSM / CDMA / HSPA / EVDO / LTE,About 330 EUR,PowerVR G6430 (quad-core graphics),2013,1,1560,0,123.8,58.6,112,0,0,1,0,0,0,0,ips lcd,60,4,44.1,60.8,640,1136,326,ios,apple,2,1.3,no,64,1,8
