manufacturer,device,Network_Technology,Misc_Price,Platform_GPU,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_chipset_manufacturer,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
celkon,celkon_q5k_power,GSM / HSPA,,Mali-400,2015,1,5000,2,145,72,169,2,0,0,0,0,0,0,tft,60,5,68.9,66,480,854,196,android,spreadtrum,4,1.2,microsdhc,4,0.512,5
celkon,celkon_a500,GSM / HSPA,About 90 EUR,Mali-400,2014,1,2000,2,141.4,72.6,147,2,0,0,0,0,0,0,tft,60,5,68.9,67.1,480,854,196,android,mediatek,2,1.3,microsdhc,8,1,5
celkon,celkon_a119_signature_hd,GSM / HSPA,About 200 EUR,PowerVR SGX531u,2013,1,2100,2,148,74.5,177,2,1,0,0,0,0,0,tft,60,5,68.9,62.5,720,1280,294,android,mediatek,2,1,microsdhc,0,1,12
celkon,celkon_a119q_signature_hd,GSM / HSPA,,PowerVR SGX544,2013,1,2100,2,148,74.5,177,2,1,0,0,0,0,0,tft,60,5,68.9,62.5,720,1280,294,android,mediatek,4,1.2,microsdhc,0,1,12
coolpad,coolpad_cool1_dual,GSM / CDMA / HSPA / LTE,About 200 EUR,Adreno 510,2016,1,4060,0,152,74.8,167,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,73.3,1080,1920,401,android,qualcomm,8,1.8,no,64,4,13
coolpad,coolpad_note_5,GSM / HSPA / LTE,About 180 EUR,Adreno 405,2016,1,4010,0,152,75.7,173.4,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,72.5,1080,1920,401,android,qualcomm,8,1,microsdxc,64,4,13
coolpad,coolpad_note_3_lite,GSM / HSPA / LTE,About 110 EUR,Mali-T720MP2,2016,1,2500,0,140.8,70.4,142,1,0,0,1,0,0,0,ips lcd,60,5,68.9,69.5,720,1280,294,android,mediatek,4,1.3,microsdhc,16,3,13
coolpad,coolpad_mega,GSM / HSPA / LTE,About 80 EUR,Mali-T720MP2,2016,1,2500,0,153,76.8,143,2,0,0,0,0,0,1,ips lcd,60,5.5,109.5,93.2,720,1280,233,android,mediatek,4,1,microsdhc,16,3,8
coolpad,coolpad_cool_3_plus,GSM / HSPA / LTE,About 6000 INR,PowerVR GE8320,2019,1,3000,0,145.7,70.9,135,2,0,1,0,0,1,1,ips lcd,60,5.71,81.4,78.8,720,1520,295,android,mediatek,4,2,microsdxc,32,3,13
coolpad,coolpad_mega_3,GSM / HSPA / LTE,About 110 EUR,Mali-T860,2016,1,3050,0,152,77,170,3,0,1,0,0,1,0,ips lcd,60,5.5,83.4,71.3,720,1280,267,android,mediatek,4,1.2,microsdhc,16,2,8
coolpad,coolpad_note_5_lite,GSM / HSPA / LTE,About 120 EUR,Mali-T720MP2,2017,1,2500,0,145.3,72.3,148,2,0,1,0,0,1,1,ips lcd,60,5,68.9,65.6,720,1280,294,android,mediatek,4,1,microsdxc,16,3,13
coolpad,coolpad_max,GSM / HSPA / LTE,About 380 EUR,Adreno 405,2016,1,2800,0,152,75.7,170,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,72.5,1080,1920,401,android,qualcomm,8,1,microsdxc,64,4,13
coolpad,coolpad_modena,GSM / HSPA / LTE,About 160 EUR,Adreno 306,2015,1,2500,0,153,77.5,158,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,70.3,540,960,200,android,qualcomm,4,1.2,microsdhc,8,1,8
coolpad,coolpad_porto,GSM / HSPA / LTE,About 150 EUR,Adreno 306,2015,1,1800,0,139,67.8,119,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,64.6,540,960,234,android,qualcomm,4,1.2,microsdhc,8,1,8
coolpad,coolpad_porto_s,GSM / HSPA / LTE,About 130 EUR,Mali-T720MP2,2016,1,2000,0,143,72,125,2,0,1,1,0,1,1,ips lcd,60,5,68.9,66.9,720,1280,294,android,mediatek,4,1,microsdxc,8,1,8
coolpad,coolpad_cool_s1,GSM / HSPA / LTE,About 420 EUR,Adreno 530,2016,1,4070,0,151.4,74.7,168,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,73.7,1080,1920,401,android,qualcomm,4,1.6,no,128,6,16
coolpad,coolpad_cool_play_6,GSM / CDMA / HSPA / LTE,About 15000 INR,Adreno 510,2017,1,4060,0,152,75.2,175,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,73,1080,1920,401,android,qualcomm,8,2,no,64,6,13
coolpad,coolpad_torino,GSM / HSPA / LTE,About 200 EUR,Adreno 405,2016,1,2500,0,154,76.5,163,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,70.8,720,1280,267,android,qualcomm,8,1,microsdhc,16,3,13
coolpad,coolpad_conjr,GSM / HSPA / LTE,About 210 EUR,Mali-T720MP2,2017,1,2500,0,143,72,148,2,0,1,0,0,1,0,ips lcd,60,5,68.9,66.9,720,1280,294,android,mediatek,4,1,microsdhc,16,3,13
coolpad,coolpad_modena_2,GSM / HSPA / LTE,About 180 EUR,Mali-T720MP2,2016,1,2500,0,154.5,76.5,143,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,70.6,720,1280,267,android,mediatek,4,1,microsdhc,16,2,8
coolpad,coolpad_note_3s,GSM / HSPA / LTE,,Adreno 405,2016,1,2500,0,154.5,77.4,163,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,69.7,720,1280,267,android,qualcomm,8,1,microsdhc,32,3,13
coolpad,coolpad_defiant,GSM / HSPA / LTE,About 80 EUR,Adreno 306,2017,1,2450,2,144.5,71.4,184.3,0,0,0,1,0,0,0,tft,60,5,68.9,66.8,480,854,196,android,qualcomm,4,1.4,microsdhc,8,1,5
coolpad,coolpad_note_6,GSM / HSPA / LTE,About 9000 INR,Adreno 505,2018,1,4070,0,153.7,76.4,170,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,71,1080,1920,401,android,qualcomm,8,1.4,microsdxc,64,4,13
coolpad,coolpad_torino_s,GSM / HSPA / LTE,About 180 EUR,Adreno 306,2016,1,1800,0,139,67.8,120,2,0,1,1,0,1,1,ips lcd,60,4.7,60.9,64.6,720,1280,312,android,qualcomm,4,1.2,microsdhc,16,2,8
coolpad,coolpad_note_3_plus,GSM / HSPA / LTE,About 120 EUR,Mali-T720MP3,2016,1,3000,0,152,77,168,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,71.3,1080,1920,401,android,mediatek,8,1.3,microsdxc,16,3,13
coolpad,coolpad_cool_m7,GSM / CDMA / HSPA / LTE,About 350 EUR,Adreno 506,2017,1,3200,0,151.1,74.3,152,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.3,1080,1920,401,android,qualcomm,8,2,no,64,4,12
cubot,cubot_kingkong_mini_3,GSM / HSPA / LTE,About 160 EUR,Mali-G52 MC2,2022,1,3000,0,131,58.1,149,2,0,1,0,0,1,0,ips lcd,60,4.5,45.9,60.3,480,1170,281,android,mediatek,8,1.8,no,128,6,20
cubot,cubot_pocket_3,GSM / HSPA / LTE,,Mali-G52 MC2,2022,1,3000,1,133.2,58.5,135,2,0,1,0,0,1,0,tft,60,4.5,45.9,58.9,480,1170,281,android,mediatek,8,1.8,no,64,4,20
cubot,cubot_pocket,GSM / HSPA / LTE,,PowerVR GE8300,2022,1,3000,0,119,58,128,2,0,1,0,0,1,1,ips lcd,60,4,41.3,59.8,540,1080,302,android,unisoc,4,1.8,microsdxc,64,4,16
cubot,cubot_kingkong_mini_2_pro,GSM / HSPA / LTE,,PowerVR GE8320,2022,1,3000,0,119,58,122.7,2,0,1,0,0,1,0,ips lcd,60,4,41.3,59.8,540,1080,302,android,mediatek,8,1.5,microsdxc,64,4,13
cubot,cubot_a1,GSM / HSPA / LTE,$ 72.86 / € 99.95,IMG8322,2024,1,5100,0,165.6,75.5,205,2,0,1,0,0,1,1,ips lcd,60,6.56,103.4,82.7,720,1612,269,android,unisoc,8,1.2,microsdxc,128,4,13
cubot,cubot_j20,GSM / HSPA / LTE,,PowerVR GE8100,2022,1,2350,1,126.3,60.6,143,2,0,1,0,0,1,0,tn tft,60,4,44.1,57.6,480,854,245,android,mediatek,4,1.3,microsdxc,16,2,5
cubot,cubot_tab_60,5G,,,2024,1,6000,0,241.4,160.2,530,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,76.5,800,1280,149,android,allwinner,8,1.8,microsdxc,128,8,13
cubot,cubot_kingkong_mini_2,GSM / HSPA / LTE,,PowerVR GE8320,2020,1,3000,0,119,58,122.7,2,0,1,0,0,1,0,ips lcd,60,4,41.3,59.8,540,1080,302,android,mediatek,4,2,microsdxc,32,3,13
cubot,cubot_tab_kingkong,GSM / HSPA / LTE,,Mali-G72 MP3,2023,1,10600,0,251.2,170.2,820,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,69.2,1200,1920,224,android,mediatek,8,2,microsdxc,256,8,16
cubot,cubot_j10,GSM / HSPA,,Mali-400 MP2,2021,1,2350,1,126.3,60.6,143,2,0,1,0,0,1,0,ips lcd,60,4,44.1,57.6,480,854,245,android,unisoc,4,1.3,microsdxc,32,1,5
cubot,cubot_tab_50,GSM / HSPA / LTE,,Mali-G57 MC2,2024,1,7500,0,246.4,161.5,455,2,0,1,0,0,1,1,ips lcd,60,10.4,307.9,77.4,1200,2000,224,android,mediatek,8,2,microsdxc,256,8,13
cubot,cubot_tab_40,GSM / HSPA / LTE,About 150 EUR,Mali-G57 MP1,2023,1,7000,0,247.3,157.1,449,2,0,1,0,0,1,1,ips lcd,60,10.4,307.9,79.2,1200,2000,224,android,unisoc,8,1.8,microsdxc,128,8,13
cubot,cubot_tab_20,GSM / HSPA / LTE,,IMG8322,2023,1,6000,0,241.4,160.2,530,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,76.5,800,1280,149,android,unisoc,8,1.2,microsdxc,64,4,13
cubot,cubot_kingkong_cs,GSM / HSPA,,,2020,1,4400,0,153,80.2,236.5,2,0,0,1,0,1,0,ips lcd,60,5,68.9,56.2,720,1280,294,android,mediatek,4,1.3,microsdhc,16,2,13
dell,dell_venue_8_7000,GSM / HSPA / LTE,About 250 EUR,PowerVR G6430,2014,1,5900,0,215.9,124.2,305,0,0,0,1,0,0,0,oled,60,8.4,4.6,76.3,1600,2560,359,android,intel,4,2.3,microsdxc,32,2,8
dell,dell_venue_8,GSM / HSPA,About 130 EUR,PowerVR SGX544MP2,2013,1,4100,0,212,130,292,0,0,0,1,0,0,0,ips lcd,60,8,185.6,67.3,800,1280,189,android,intel,2,2,microsdhc,32,2,5
dell,dell_venue_7,GSM / HSPA,About 100 EUR,PowerVR SGX544MP2,2013,1,4100,0,193,118,234,0,0,0,1,0,0,0,ips lcd,60,7,142.1,62.4,800,1280,216,android,intel,2,1.6,microsdhc,16,2,3.15
dell,dell_venue_7_8_gb,No cellular connectivity,,PowerVR SGX544MP2,2013,1,4100,0,193,118,234,0,0,0,0,0,0,0,ips lcd,60,7,142.1,62.4,800,1280,216,android,intel,2,1.6,microsdhc,8,1,3.15
doogee,doogee_t20mini,GSM / HSPA / LTE,About 240 EUR,Mali-G57 MP1,2023,1,5060,0,202.5,125.8,330,2,0,1,0,0,1,1,ips lcd,60,8.4,4.6,80.3,1200,1920,270,android,unisoc,8,1.6,microsdxc,128,4,13
doogee,doogee_t20,GSM / HSPA / LTE,About 200 EUR,Mali-G57 MP1,2022,1,8300,0,245.8,155.6,478,2,0,1,0,0,1,1,ips lcd,60,10.4,307.9,80.5,1200,2000,224,android,unisoc,8,1.8,microsdxc,256,8,16
doogee,doogee_r10,GSM / HSPA / LTE,About 240 EUR,Mali-G57 MC2,2023,1,10800,0,258,169,826,2,0,1,0,0,1,1,ips lcd,60,10.36,305.5,70.1,1200,2000,225,android,mediatek,8,2,microsdxc,128,8,20
doogee,doogee_t10e,GSM / HSPA / LTE,About 130 EUR,Mali-G57 MP1,2023,1,6580,0,240.8,159.8,427,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,76.9,800,1280,149,android,unisoc,8,1.6,microsdxc,128,4,8
energizer,energizer_e242s+,GSM / HSPA / LTE,About 30 EUR,PowerVR GE8100,2024,1,2000,2,130.8,53.6,116,2,0,1,1,0,1,0,tft lcd,60,2.4,17.8,25.4,240,320,167,kaios,mediatek,4,1.5,microsdhc,4,0.512,2
energizer,energizer_energy_e241s,GSM / HSPA / LTE,,,2019,1,1900,2,125.3,54,95,2,1,0,0,0,0,0,tft lcd,60,2.4,17.8,26.4,240,320,167,kaios,spreadtrum,2,1.3,microsdhc,0.512,0.512,0.3
energizer,energizer_e282sc,GSM / HSPA / LTE,About 60 EUR,PowerVR GE8100,2021,1,1400,1,108.5,58,101,2,0,0,1,0,1,0,tft lcd,60,2.8,4.3,38.6,240,320,143,kaios,mediatek,4,1.1,microsdhc,4,0.512,2
energizer,energizer_e280s,GSM / HSPA / LTE,About 40 EUR,Mali-T820,2021,1,3000,2,134.5,56,113,2,0,0,1,0,1,0,tft lcd,60,2.8,4.3,32.2,240,320,143,kaios,spreadtrum,2,1.2,microsdhc,4,0.512,2
energizer,energizer_e242s,GSM / HSPA / LTE,About 40 EUR,PowerVR GE8100,2022,1,1700,1,130.8,53.6,116,2,0,0,1,0,1,0,tft lcd,60,2.4,17.8,25.4,240,320,167,kaios,mediatek,4,1.5,microsdhc,4,0.512,0.3
energizer,energizer_ultimate_u608s,GSM / HSPA / LTE,About 90 EUR,PowerVR GE8320,2022,1,3000,2,155.4,73.3,156.8,2,0,1,0,0,1,0,lcd,60,6.08,92.3,81,720,1520,277,android,mediatek,4,2,microsdxc,32,2,5
energizer,energizer_energy_e241,GSM / HSPA,,Mali-820,2019,1,1900,2,125.3,54,72,2,1,0,0,0,0,0,tft lcd,60,2.4,17.8,26.4,240,320,167,kaios,spreadtrum,4,1.3,microsdhc,0.512,0.512,0.3
energizer,energizer_hardcase_h620s,GSM / HSPA / LTE,About 300 EUR,PowerVR GE8320,2021,1,5000,0,163,78.2,250,2,0,1,0,0,1,1,ips lcd,60,6.2,99,77.8,720,1440,260,android,mediatek,8,2,microsdhc,64,4,48
energizer,energizer_hardcase_h280s,GSM / HSPA / LTE,About 80 EUR,,2020,1,2000,2,142,64,256,2,0,0,1,0,1,0,tft lcd,60,2.8,4.3,26.7,240,320,143,kaios,spreadtrum,2,1.2,microsdxc,4,0.512,2
energizer,energizer_hardcase_h550s,GSM / HSPA / LTE,About 450 EUR,Mali-T860MP2,2018,1,4000,0,158.8,80.7,203,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,65.1,1080,1920,401,android,mediatek,8,1,microsdhc,32,3,16
energizer,energizer_energy_e500,GSM / HSPA,About 70 EUR,Mali-400MP2,2018,1,2000,1,139.8,71.5,127,2,0,1,1,0,1,1,tft,60,5,68.9,68.9,480,854,196,android,mediatek,4,1.3,microsdhc,8,1,5
energizer,energizer_energy_e220s,GSM / HSPA / LTE,,,2019,1,1000,2,119,59,112,2,0,0,1,0,1,0,tft lcd,60,2.2,15,21.3,240,320,182,kaios,spreadtrum,2,1.3,microsdhc,0.512,0.256,0.3
energizer,energizer_energy_e220,GSM / HSPA,,Mali-400,2019,1,1000,2,119,59,112,2,0,0,1,0,1,0,tft lcd,60,2.2,15,21.3,240,320,182,kaios,mediatek,2,1.3,microsdhc,0.512,0.256,0.3
energizer,energizer_hardcase_h240s,GSM / HSPA / LTE,About 120 EUR,Mali-T720MP2,2018,1,2000,1,132,56,256,2,1,0,0,0,1,1,tft,60,2.4,17.8,24.1,240,320,167,android,mediatek,4,1.1,microsdhc,8,1,5
fairphone,fairphone_3,GSM / HSPA / LTE,About 400 EUR,Adreno 506,2019,1,3040,1,158,71.8,189,2,0,1,0,0,1,0,ips lcd,60,5.65,82.4,72.6,1080,2160,427,android,qualcomm,8,1.8,microsdxc,64,4,12
fairphone,fairphone_3+,GSM / HSPA / LTE,About 440 EUR,Adreno 506,2020,1,3040,1,158,71.8,189,2,0,1,0,0,1,0,ips lcd,60,5.65,82.4,72.6,1080,2160,427,android,qualcomm,8,1.8,microsdxc,64,4,48
gigabyte,gigabyte_gsmart_rio_r1,GSM / HSPA,About 150 EUR,Adreno 203,2013,1,1500,1,124.2,63.8,130.5,2,1,0,0,0,1,0,ips lcd,60,4,45.5,57.5,480,800,233,android,qualcomm,2,1,microsdhc,4,0.512,5
gigabyte,gigabyte_gsmart_arty_a3,GSM / HSPA,,Mali-400MP2,2014,1,2000,1,145,73.2,165,2,1,0,0,0,0,0,ips lcd,60,5,68.9,64.9,480,854,196,android,mediatek,4,1.3,microsdhc,4,1,8
gigabyte,gigabyte_gsmart_guru_gx,GSM / HSPA / LTE,,Adreno 405,2015,1,2300,0,139,69,115,2,0,1,1,0,0,0,ips lcd,60,5,68.9,71.9,1080,1920,441,android,qualcomm,8,1,microsdxc,32,2,13
gigabyte,gigabyte_gsmart_classic,GSM / HSPA,About 100 EUR,Mali-400,2015,1,2000,1,145,73,150,2,1,0,1,0,1,0,ips lcd,60,5,68.9,65.1,720,1280,294,android,spreadtrum,4,1.2,microsdhc,8,1,8
gigabyte,gigabyte_gsmart_classic_lite,GSM / HSPA,About 80 EUR,Mali-400,2015,1,2100,1,143,73,145,2,1,0,1,0,1,0,ips lcd,60,5,68.9,66,480,854,196,android,spreadtrum,4,1.2,microsdhc,8,0.512,5
gigabyte,gigabyte_gsmart_essence,GSM / HSPA,About 70 EUR,Mali-400,2015,1,1600,1,134,67,125,2,1,0,1,0,1,0,ips lcd,60,4.5,55.8,62.2,480,854,218,android,spreadtrum,4,1.2,microsdhc,8,0.512,5
gigabyte,gigabyte_gsmart_saga_s3,GSM / HSPA,,Mali-400MP2,2014,1,3000,0,168,83,190,2,0,0,0,0,0,0,ips lcd,60,6,99,71.2,720,1280,245,android,mediatek,4,1.3,microsdhc,8,1,8
gigabyte,gigabyte_gsmart_gx2,GSM / HSPA,,Adreno 305,2014,1,2200,1,146.5,73.4,135,2,0,0,1,0,0,0,ips lcd,60,5,68.9,64.1,1080,1920,441,android,qualcomm,4,1.6,microsdxc,8,2,13
gigabyte,gigabyte_gsmart_roma_rx,GSM / HSPA,,Mali-400MP2,2015,1,2000,1,142,73,155,2,1,0,1,0,1,0,ips lcd,60,5,68.9,66.5,480,854,196,android,mediatek,4,1.3,microsdhc,4,0.512,5
gigabyte,gigabyte_gsmart_t4,GSM / HSPA,About 100 EUR,Mali-400,2014,1,1400,1,126,62,121,2,0,0,0,0,0,0,ips lcd,60,4,45.5,58.3,480,800,233,android,mediatek,2,1.3,microsdhc,4,0.512,8
gigabyte,gigabyte_gsmart_akta_a4,GSM / HSPA,,Mali-450MP4,2014,1,1800,1,147,73,158,2,1,0,1,0,0,0,ips lcd,60,5,68.9,64.2,540,960,220,android,mediatek,8,1.4,microsdhc,8,1,13
gigabyte,gigabyte_gsmart_mika_mx,GSM / HSPA / LTE,,Adreno 306,2015,1,3000,1,143,72,165,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.9,540,960,220,android,qualcomm,4,1.2,microsdhc,8,1,5
gigabyte,gigabyte_gsmart_maya_m1,GSM / HSPA,About 220 EUR,PowerVR SGX531u,2013,1,1700,1,136,67,150.5,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,mediatek,2,1,microsdhc,4,1,8
gigabyte,gigabyte_gsmart_aku_a1,GSM / HSPA,About 150 EUR,PowerVR SGX544,2013,1,2000,1,136,67,147.7,2,1,0,0,0,1,0,tft,60,4.5,55.8,61.2,480,854,218,android,mediatek,4,1.2,microsdhc,4,1,5
gigabyte,gigabyte_gsmart_mika_m2,GSM / HSPA,About 190 EUR,Mali-400MP2,2014,1,2000,1,145,72.8,150,2,1,0,0,0,0,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,mediatek,4,1.3,microsdhc,8,1,13
gigabyte,gigabyte_gsmart_guru_(white_edition),GSM / HSPA,,PowerVR SGX544,2014,1,3000,1,147,72.1,165,0,0,0,1,0,0,0,ips lcd,60,5,68.9,65,1080,1920,441,android,mediatek,4,1.5,no,32,2,13
gigabyte,gigabyte_gsmart_mika_m3,GSM / HSPA,,Mali-400MP2,2014,1,1900,1,144,70.5,146,2,1,0,1,0,0,0,ips lcd,60,5,68.9,67.9,720,1280,294,android,mediatek,4,1.3,microsdhc,8,1,13
gigabyte,gigabyte_gsmart_g1362,GSM / HSPA,About 210 EUR,Adreno 203,2012,1,1550,1,132.5,67.7,155,2,1,0,0,0,0,0,tft,60,4.3,51,56.8,480,854,228,android,qualcomm,2,1.2,microsdhc,4,0.512,5
gigabyte,gigabyte_gsmart_sierra_s1,GSM / HSPA,About 220 EUR,PowerVR SGX544,2013,1,2000,1,145.5,72.5,168,2,1,0,0,0,1,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,mediatek,4,1.5,microsdhc,4,1,13
gigabyte,gigabyte_gsmart_maya_m1_v2,GSM / HSPA,About 200 EUR,PowerVR SGX544,2013,1,1700,1,136,67,147,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,mediatek,4,1.2,microsdhc,4,1,8
gigabyte,gigabyte_gsmart_t4_(lite_edition),GSM / HSPA,,Mali-400,2014,1,1300,1,124.5,64,115,2,1,0,0,0,0,0,tft,60,4,45.5,57.2,480,800,233,android,mediatek,2,1,microsdhc,4,0.512,5
gigabyte,gigabyte_gsmart_gs202,GSM / HSPA,About 110 EUR,PowerVR SGX531u,2012,1,1500,1,130.5,66.5,147.6,2,1,0,0,0,1,0,ips lcd,60,4.3,52.6,60.6,480,800,217,android,mediatek,2,1,microsdhc,4,0.512,5
gigabyte,gigabyte_gsmart_tuku_t2,GSM / HSPA,,Adreno 203,2013,1,1500,1,124,63.5,125,2,1,0,0,0,1,0,tft,60,4,45.5,57.8,480,800,233,android,qualcomm,2,1,microsdhc,4,0.512,5
gionee,gionee_m7_power,GSM / HSPA / LTE,About 260 EUR,Adreno 505,2017,1,5000,0,156.4,76.7,199,2,0,1,0,0,1,1,ips lcd,60,6,92.9,77.4,720,1440,268,android,qualcomm,8,1.4,microsdxc,64,4,13
gionee,gionee_f205,GSM / CDMA / HSPA / LTE,About 130 EUR,PowerVR GE8100,2018,1,2670,0,148.4,70.7,135.6,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,73.1,720,1440,295,android,mediatek,4,1.3,microsdxc,16,2,8
gionee,gionee_w909,GSM / HSPA / LTE,About 550 EUR,Mali-T860MP2,2016,1,2530,0,124.1,62.8,207.7,0,0,0,1,0,0,0,ips lcd,60,4.2,48.6,62.4,720,1280,350,android,mediatek,8,1,microsdxc,64,4,16
gionee,gionee_a1,GSM / HSPA / LTE,About 280 EUR,Mali-T860MP2,2017,1,4010,0,154.5,76.5,182,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,70.6,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,13
gionee,gionee_m6_plus,GSM / HSPA / EVDO / LTE,,Mali-T860MP2,2016,1,6020,0,160.5,80.6,215,2,0,0,1,0,1,0,amoled,60,6,99,76.7,1080,1920,367,android,mediatek,8,1,microsdxc,128,4,16
gionee,gionee_s10c,GSM / CDMA / HSPA / LTE,About 180 EUR,Adreno 308,2017,1,3100,0,148.7,73.7,151,2,0,0,0,0,0,1,ips lcd,60,5.2,74.5,68,720,1280,282,android,qualcomm,4,1.4,microsdxc,32,4,13
gionee,gionee_marathon_m5,GSM / CDMA / HSPA / LTE,About 330 EUR,Mali-T720MP2,2015,1,6020,0,152,76,211,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.2,720,1280,267,android,mediatek,4,1.3,microsdxc,32,3,13
gionee,gionee_m6,GSM / HSPA / EVDO / LTE,,Mali-T860MP2,2016,1,5000,0,152.3,75.3,180,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.7,1080,1920,401,android,mediatek,8,1,microsdxc,128,4,13
gionee,gionee_f5,GSM / HSPA / EVDO / LTE,About 250 EUR,Mali-T860MP2,2017,1,4000,0,150,74.5,162,2,0,1,0,0,1,0,ips lcd,60,5.3,77.4,69.3,720,1280,277,android,mediatek,8,1,microsdxc,32,4,13
gionee,gionee_s6s,GSM / HSPA / LTE,About 280 EUR,Mali-T720MP3,2016,1,3150,0,154.5,75.6,166,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,mediatek,8,1.3,microsdxc,32,3,13
gionee,gionee_a1_lite,GSM / HSPA / LTE,About 15000 INR,Mali-T720MP3,2017,1,4000,0,150.5,74.4,161,2,0,0,0,0,0,0,ips lcd,60,5.3,77.4,69.2,720,1280,277,android,mediatek,8,1.3,microsdxc,32,3,13
gionee,gionee_marathon_m5_plus,GSM / CDMA / HSPA / LTE,About 420 EUR,Mali-T720MP3,2015,1,5020,0,160.9,81.2,208,2,0,0,1,0,1,0,amoled,60,6,98.7,75.5,1080,1920,368,android,mediatek,8,1.3,microsdxc,64,3,13
gionee,gionee_s6_pro,GSM / HSPA / EVDO / LTE,About 390 EUR,Mali-T860MP2,2016,1,3130,0,153,75.3,170,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.4,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,13
gionee,gionee_elife_s5_1,GSM / HSPA,About 240 EUR,Mali-450MP4,2014,1,2050,0,139.8,67.4,97.7,0,0,0,1,0,0,0,amoled,60,4.8,63.5,67.4,720,1280,306,android,mediatek,8,1.7,no,16,1,8
gionee,gionee_s8,GSM / HSPA / LTE,About 450 EUR,Mali-T860MP2,2016,1,3000,0,154.3,74.9,147.2,2,0,1,1,0,1,1,amoled,60,5.5,83.4,72.2,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,16
gionee,gionee_elife_s7,GSM / HSPA / LTE,About 400 EUR,Mali-T760MP2,2015,1,2700,0,148.8,72.4,125.3,2,0,0,1,0,1,0,super amoled,60,5.2,74.5,69.2,1080,1920,424,android,mediatek,8,1.7,no,16,2,13
gionee,gionee_p5_mini,GSM / HSPA,About 90 EUR,Mali-400MP2,2016,1,1800,1,132,66,153,2,0,0,0,0,0,0,ips lcd,60,4.5,55.8,64.1,480,854,218,android,mediatek,4,1.3,microsdhc,8,1,5
gionee,gionee_x1s,GSM / HSPA / LTE,About 13000 INR,Mali-T720,2017,1,4000,0,150.4,73.5,166,2,0,0,0,0,0,0,ips lcd,60,5.2,74.5,67.4,720,1280,282,android,mediatek,4,1.5,microsdxc,16,3,13
gionee,gionee_p7_max,GSM / HSPA / LTE,About 190 EUR,PowerVR G6200,2016,1,3100,1,154,76.8,183,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,70.5,720,1280,267,android,mediatek,8,2.2,microsdxc,32,3,13
gionee,gionee_elife_s5_5,GSM / HSPA,About 270 EUR,Mali-450MP4,2014,1,2300,0,145.1,70.2,133,0,0,0,1,0,0,0,super amoled,60,5,68.9,67.7,1080,1920,441,android,mediatek,8,1.7,no,16,2,13
gionee,gionee_s6,GSM / HSPA / LTE,About 290 EUR,Mali-T720MP3,2015,1,3150,0,151.9,74.6,147,2,0,1,1,0,1,1,amoled,60,5.5,83.4,73.6,720,1280,267,android,mediatek,8,1.3,microsdxc,32,3,13
gionee,gionee_steel_2,GSM / HSPA / EVDO / LTE,About 210 EUR,Mali-T720MP2,2016,1,4000,0,144.3,70.5,160,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.7,720,1280,294,android,mediatek,4,1.25,microsdxc,32,3,8
